"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 중구",서울특별시 중구 신당동294-40,서울특별시 중구 신당동294-40,생활방범,3,200,청구역 쉼터,30,2015-12,02-3396-4744,37.55991400,127.01395600,2019-05-28
"서울특별시 중구",서울특별시 중구 태평로1가2-2,서울특별시 중구 태평로1가2-2,생활방범,3,200,무교소공원,30,2015-12,02-3396-4744,37.56895300,126.97734400,2019-05-28
"서울특별시 중구",서울특별시 중구 신당동296-15,서울특별시 중구 신당동296-15,생활방범,2,130,신당동마을마당,30,2012-07,02-3396-4744,37.56056400,127.01346000,2019-05-28
"서울특별시 중구",서울특별시 중구 서소문로89-31,서울특별시 중구 순화동 3-12,생활방범,3,200,순화어린이공원,30,2016-07,02-3396-4744,37.56352600,126.97126440,2019-05-28
"서울특별시 중구",서울특별시 중구 서소문로89-31,서울특별시 중구 순화동 3-12,생활방범,3,200,순화어린이공원,30,2016-07,02-3396-4744,37.56342200,126.97131500,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 36가길 60 앞,서울특별시 중구 필동 2가 111-2,생활방범,2,200,필동마을마당 엘리베이터 내,30,2016-06,02-3396-4744,37.55794900,126.99547300,2019-05-28
"서울특별시 중구",서울특별시 중구 삼일대로 340,서울특별시 중구 저동1가 1-14,생활방범,3,200,남대문세무서 앞 저동어린이공원,30,2016-12,02-3396-4744,37.56464200,126.98848800,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 91-1,서울특별시 중구 저동1가 90-10,생활방범,4,200,명동문화공원,30,2016-12,02-3396-4744,37.56471800,126.98722600,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 91-1,서울특별시 중구 저동1가 90-10,생활방범,4,200,명동문화공원,30,2016-12,02-3396-4744,37.56479600,126.98722600,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 91-1,서울특별시 중구 저동1가 90-10,생활방범,4,200,명동문화공원,30,2016-12,02-3396-4744,37.56479500,126.98711700,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 91-1,서울특별시 중구 저동1가 90-10,생활방범,4,200,명동문화공원,30,2016-12,02-3396-4744,37.56469500,126.98710300,2019-05-28
"서울특별시 중구",서울특별시 중구 다동길13,서울특별시 중구 다동 45-6,생활방범,4,200,다동소공원,30,2017-07,02-3396-4744,37.56798600,126.98042100,2019-05-28
"서울특별시 중구",서울특별시 중구 만리재로 21길 9,서울특별시 중구 만리동2가 218-26,생활방범,3,200,만리재 공원,30,2017-09,02-3396-4744,37.55260900,126.96287100,2019-05-28
"서울특별시 중구",서울특별시 중구 만리재로 21길 9,서울특별시 중구 만리동2가 218-26,생활방범,3,200,만리재 공원,30,2017-09,02-3396-4744,37.55257300,126.96283600,2019-05-28
"서울특별시 중구",서울특별시 중구,서울특별시 중구 신당동 837-4,생활방범,1,200,대현산배수지 공원,30,2018-09,02-3396-4744,37.55950000,127.02060000,2019-05-28
"서울특별시 중구",서울특별시 중구,서울특별시 중구 신당동 837-4,생활방범,3,200,대현산배수지 공원,30,2018-09,02-3396-4744,37.55930000,127.02080000,2019-05-28
"서울특별시 중구",서울특별시 중구,서울특별시 중구 신당동 837-4,생활방범,2,200,대현산배수지 공원,30,2018-09,02-3396-4744,37.55925000,127.02090000,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56133200,126.96841400,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,1,200,서소문역사공원,30,2019-04,02-3396-4744,37.56082500,126.96862700,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56076000,126.96894800,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56000600,126.96934200,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.55989400,126.97028300,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56020700,126.97026800,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,1,200,서소문역사공원,30,2019-04,02-3396-4744,37.56040900,126.96988900,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56073300,126.96968000,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 5,서울특별시 중구 의주로2가 16-4,생활방범,2,200,서소문역사공원,30,2019-04,02-3396-4744,37.56094900,126.96955600,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로1길 16 (북창동),서울특별시 중구 북창동 118,생활방범,1,200,나이아가라 주점 삼거리,30,2015-12,02-3396-4744,37.56181500,126.97747900,2019-05-28
"서울특별시 중구",서울특별시 중구 을지로 35 (을지로1가),서울특별시 중구 을지로1가 101-1,생활방범,1,200,하나은행 본점 뒤,30,2016-12,02-3396-4744,37.56667013,126.98155224,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로 109 (소공동),서울특별시 중구 소공동 110-1,생활방범,1,200,"한화금융프라자 주차장입구, 프라자H뒤",30,2017-09,02-3396-4744,37.56387009,126.97794500,2019-05-28
"서울특별시 중구",서울특별시 중구 다동길 43 (다동),서울특별시 중구 다동 70,생활방범,1,200,다동 사거리,30,2016-12,02-3396-4744,37.56798100,126.98136449,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로 74 (태평로2가),서울특별시 중구 태평로2가 69-5,생활방범,1,200,"삼정빌딩 앞, 버스정류장",30,2016-12,02-3396-4744,37.56268583,126.97663800,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로9길 39 (을지로1가),서울특별시 중구 을지로1가 42,생활방범,1,200,부림빌딩 앞,30,2017-09,02-3396-4744,37.56679100,126.97989800,2019-05-28
"서울특별시 중구",서울특별시 중구 무교로 32 (무교동),서울특별시 중구 무교동 1,생활방범,1,200,"모전교 앞, 텍사스빠",30,2017-09,02-3396-4744,37.56888118,126.97943200,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로1길 42 (북창동),서울특별시 중구 북창동 18-9,생활방범,1,200,BOOMERS COFFEE,30,2015-12,02-3396-4744,37.56293459,126.97733800,2019-05-28
"서울특별시 중구",서울특별시 중구 다동길 27 (다동),서울특별시 중구 다동 53-8,생활방범,1,200,행복한 전집 앞,30,2017-09,02-3396-4744,37.56780543,126.98092461,2019-05-28
"서울특별시 중구",서울특별시 중구 무교로 6 (을지로1가),서울특별시 중구 을지로1가 16,생활방범,1,200,BNK 부산은행 앞,30,2014-11,02-3396-4744,37.56616800,126.97925700,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로 136 (무교동),서울특별시 중구 태평로1가 84,생활방범,1,130,"파이낸스빌딩 앞, 관광안내센터",30,2012-06,02-3396-4744,37.56900000,126.97741500,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로 73 (소공동),서울특별시 중구 소공동 7,생활방범,1,200,롯데에비뉴엘 입구,30,2014-11,02-3396-4744,37.56380205,126.98188215,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로 39 (남대문로3가),서울특별시 중구 남대문로3가 110,생활방범,1,200,북창치안센터 앞,30,2016-12,02-3396-4744,37.56137823,126.97912500,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로9길 6 (다동),서울특별시 중구 다동 155,생활방범,3,200,YG타위 뒤,30,2018-10,02-3396-4744,37.56730794,126.98054373,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로25-13,서울특별시 중구 북창동 110-2,생활방범,5,200,RED PANDA 앞,30,2015-12,02-3396-4744,37.56186100,126.97825700,2019-05-28
"서울특별시 중구",서울특별시 중구 청파로 426 (봉래동2가),서울특별시 중구 봉래동2가 122,생활방범,1,200,1호선 서울역2번출구 앞,30,2017-08,02-3396-4744,37.55639200,126.97203308,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 24 (남대문로5가),서울특별시 중구 남대문로5가 267-4,생활방범,1,200,"SK남산그린빌딩 앞, 육교앞",30,2016-12,02-3396-4744,37.55708959,126.97578013,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로2길 7 (남대문로5가),서울특별시 중구 남대문로5가 12-16,생활방범,1,200,"원당감자탕 삼거리, 연세빌딩뒤",30,2016-12,02-3396-4744,37.55756200,126.97398600,2019-05-28
"서울특별시 중구",서울특별시 중구 청파로 426 (봉래동2가),서울특별시 중구 봉래동2가 122,생활방범,1,200,서울역 구역사 앞 광장,30,2014-11,02-3396-4744,37.55566900,126.97200000,2019-05-28
"서울특별시 중구",서울특별시 중구 통일로 21 (봉래동2가),서울특별시 중구 봉래동2가 123번지,생활방범,2,200,서울 역전우체국 앞,30,2014-11,02-3396-4744,37.55748933,126.97153500,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로 30 (남대문로5가),서울특별시 중구 남대문로5가 21-1,생활방범,1,200,"레벤호프 옆, 남대문소공원 옆",30,2016-12,02-3396-4744,37.55897135,126.97525173,2019-05-28
"서울특별시 중구",서울특별시 중구 칠패로 26 (순화동),서울특별시 중구 순화동 207-25,생활방범,4,200,"염천교 사거리, 경일빌딩 앞",30,2017-09,02-3396-4744,37.55949228,126.97174609,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로 12 (남대문로5가),서울특별시 중구 남대문로5가 12-8,생활방범,1,200,"우신약국 앞, 1호선서울역4번출구",30,2017-09,02-3396-4744,37.55784000,126.97351500,2019-05-28
"서울특별시 중구",서울특별시 중구 소월로2길 30,서울특별시 중구 남대문로5가 827,생활방범,4,200,남산트라팰리스 앞 삼거리 횡단보도,30,2018-10,02-3396-4744,37.55419500,126.97647700,2019-05-28
"서울특별시 중구",서울특별시 중구 세종대로5길 39 (봉래동1가),서울특별시 중구 봉래동1가 126-1,생활방범,3,200,대원강업 정문,30,2018-10,02-3396-4744,37.55862000,126.97274923,2019-05-28
"서울특별시 중구",서울특별시 중구 한강대로 416 서울역지하보도,서울특별시 중구 봉래동2가 84-11,생활방범,5,200,"서울역지하보도1, 서울스퀘어",30,2014-07,02-3396-4744,37.55623600,126.97327900,2019-05-28
"서울특별시 중구",서울특별시 중구 명동8길 27 (명동2가),서울특별시 중구 명동2가 31-1,생활방범,1,200,유투존 뒷편,30,2016-12,02-3396-4744,37.56274961,126.98536366,2019-05-28
"서울특별시 중구",서울특별시 중구 명동10길 52 (충무로2가),서울특별시 중구 충무로2가 65-4,생활방범,1,200,신한은행 명동역지점 앞,30,2017-09,02-3396-4744,37.56160999,126.98574722,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 115 (충무로1가),서울특별시 중구 충무로1가 64,생활방범,4,200,명동역 6번출구 앞,30,2017-09,02-3396-4744,37.56094236,126.98506325,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 20 (명동2가),서울특별시 중구 명동2가 55-1,생활방범,1,200,명동CGV 동쪽 사거리,30,2016-12,02-3396-4744,37.56368400,126.98347800,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20나길 15 (남산동2가),서울특별시 중구 남산동2가 27-2,생활방범,1,200,남산퍼시픽아파트 삼거리,30,2015-12,02-3396-4744,37.55845467,126.98543876,2019-05-28
"서울특별시 중구",서울특별시 중구 명동8나길 21 (충무로1가),서울특별시 중구 충무로1가 24-11,생활방범,1,200,스카이파크호텔 앞,30,2016-12,02-3396-4744,37.56141863,126.98410839,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로 112(환구단1),서울특별시 중구 소공동 87-14,시설물관리,1,200,환구단1,30,2013-02,02-3396-4744,37.56523200,126.97958600,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 74 (명동2가),서울특별시 중구 명동2가 1-1,생활방범,1,200,명동성당앞,30,2018-03,02-3396-4744,37.56409545,126.98627293,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 93 (저동1가),서울특별시 중구 저동1가 43-3,생활방범,1,200,카톨릭회관 옆,30,2017-09,02-3396-4744,37.56476200,126.98738873,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로6길 25 (남산동1가),서울특별시 중구 남산동1가 15,생활방범,1,200,서울서비스 사거리,30,2015-12,02-3396-4744,37.55854500,126.98441952,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로18길 5 (남산동2가),서울특별시 중구 남산동2가 6-1,생활방범,1,200,동보성 앞 삼거리,30,2018-02,02-3396-4744,37.56065700,126.98554337,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로6가길 13 (남산동1가),서울특별시 중구 남산동1가 21-4,생활방범,1,200,"해피마트 좌전방 50미터, 주택가",30,2017-09,02-3396-4744,37.55789700,126.98409900,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20길 56,서울특별시 중구 남산동2가 26-8,생활방범,1,200,숭의여자대학별관 뒤 골목길,30,2016-12,02-3396-4744,37.55762900,126.98666300,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로22길 17 (남산동2가),서울특별시 중구 남산동2가 2,생활방범,1,200,남산초교 정문,30,2017-09,02-3396-4744,37.56031938,126.98647678,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로6나길 6 (회현동2가),서울특별시 중구 회현동2가 42-9,생활방범,1,200,해피마트 우전방 20미터,30,2016-12,02-3396-4744,37.55820377,126.98367387,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로18길 70 (남산동1가),서울특별시 중구 남산동1가 21-1,생활방범,1,200,소망여행사 옆,30,2016-12,02-3396-4744,37.55784230,126.98444366,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 43 (명동1가),서울특별시 중구 명동1가 53-1,생활방범,1,200,신한은행 명동중앙지점 앞,30,2017-09,02-3396-4744,37.56381481,126.98490232,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20길 19 (남산동2가),서울특별시 중구 남산동2가 15-10,생활방범,1,200,"마산아구찜 뒷골목, 소화함 옆",30,2017-09,02-3396-4744,37.55930942,126.98604494,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로 112(환구단2),서울특별시 중구 소공동 87-14,시설물관리,1,200,환구단2,30,2013-02,02-3396-4744,37.56510700,126.98006400,2019-05-28
"서울특별시 중구",서울특별시 중구 명동길 42 (명동2가),서울특별시 중구 명동2가 33-2,생활방범,1,200,우리은행 명동지점 앞,30,2017-09,02-3396-4744,37.56361708,126.98448926,2019-05-28
"서울특별시 중구",서울특별시 중구 명동13길 14 (저동1가),서울특별시 중구 저동1가 79-5,생활방범,1,200,아바이순대 앞,30,2017-09,02-3396-4744,37.56479707,126.98642600,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로4길 21 (회현동2가),서울특별시 중구 회현동2가 48-19,생활방범,1,200,한국맹인교회 앞,30,2017-09,02-3396-4744,37.55724906,126.98354900,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로16길 14-7,서울특별시 중구 회현동3가 4-7,생활방범,1,200,충무교회 뒤쪽,30,2017-09,02-3396-4744,37.56016300,126.98423445,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20가길 16 (남산동2가),서울특별시 중구 남산동2가 15-1,생활방범,2,200,"남산초교 후문쪽, 좁은골목",30,2016-12,02-3396-4744,37.55958600,126.98638600,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20나길 15-20 (예장동),서울특별시 중구 예장동 8-85,생활방범,1,200,"숭의여대 별관 뒷골목, 카센터골목",30,2017-09,02-3396-4744,37.55764668,126.98585987,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로 36 (회현동2가),서울특별시 중구 회현동2가 27,생활방범,1,200,삼양빌딩 앞,30,2016-12,02-3396-4744,37.55863540,126.98308900,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로20길26-1,서울특별시 중구 남산동2가29-6,생활방범,4,200,대나무집,30,2015-12,02-3396-4744,37.55895300,126.98590200,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로 12 (남대문로4가),서울특별시 중구 남대문로4가 18,생활방범,1,200,"시장2번게이트, 기업은행앞",30,2013-02,02-3396-4744,37.56071500,126.97731435,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로 42 (충무로1가),서울특별시 중구 충무로1가 53,생활방범,1,200,제일은행 골목 인도,30,2017-09,02-3396-4744,37.56125917,126.98031500,2019-05-28
"서울특별시 중구",서울특별시 중구 소월로 3 (남창동),서울특별시 중구 남창동 51-1,생활방범,1,200,롯데손보주차장 입구,30,2017-09,02-3396-4744,37.55966451,126.97592500,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 39-2 (남창동),서울특별시 중구 남창동 47,생활방범,1,200,시장5번게이트,30,2014-11,02-3396-4744,37.55786143,126.97712392,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문시장길 45-4 (남창동),서울특별시 중구 남창동 4-3,생활방범,1,200,시장3번게이트,30,2014-11,02-3396-4744,37.56091472,126.97816730,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 71 (회현동1가),서울특별시 중구 회현동1가 23-1,생활방범,1,200,"신세계 주차장 뒤 교통섬, 로그25앞",30,2017-09,02-3396-4744,37.55977720,126.97999388,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문시장8길 2 (남창동),서울특별시 중구 남창동 31-1,생활방범,1,200,국민은행 삼거리,30,2016-12,02-3396-4744,37.56044483,126.97862595,2019-05-28
"서울특별시 중구",서울특별시 중구 퇴계로 37 (남창동),서울특별시 중구 남창동 281,생활방범,1,200,시장7번게이트,30,2016-12,02-3396-4744,37.55843766,126.97616637,2019-05-28
"서울특별시 중구",서울특별시 중구 소공로 112(환구단3),서울특별시 중구 소공동 87-14,시설물관리,1,200,환구단3,30,2013-02,02-3396-4744,37.56488800,126.97941700,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문로 42 (충무로1가),서울특별시 중구 충무로1가 52,생활방범,1,200,"신세계분수대 인도, 회현지하상가입구",30,2017-09,02-3396-4744,37.56141500,126.98078700,2019-05-28
"서울특별시 중구",서울특별시 중구 남대문시장4길 29 (남창동),서울특별시 중구 남창동 49,생활방범,1,200,관광안내센터 앞,30,2016-12,02-3396-4744,37.55862477,126.97720000,2019-05-28
