"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 송파구청",서울특별시 송파구 성내천로43길 5,서울특별시 송파구 마천1동 214,방범,1,200,360도 전방,30,2007-12,02-2147-3090,37.495250,127.155429,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로65길 3,서울특별시 송파구 마천1동 323-197,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.491844,127.155441,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로 324,서울특별시 송파구 마천1동 329-6,방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.492001,127.156460,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로41길 12-1,서울특별시 송파구 마천1동 355-1,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.497166,127.155481,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로23가길 12,서울특별시 송파구 마천2동 12-12,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.502299,127.144620,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로37길 8,서울특별시 송파구 마천2동 35-4,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.499055,127.146429,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 거마로24길 10,서울특별시 송파구 마천2동 47-13,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.500998,127.148638,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로24길 1,서울특별시 송파구 마천2동 49-10 (43-3 건너편),방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.499887,127.148009,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로43길 42,서울특별시 송파구 마천2동 89-2 (75-6 건너편),방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.500044,127.150848,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로45길 17,서울특별시 송파구 마천동 134-1 (마천중앙시장),방범,1,300,360도 전방,30,2007-12,02-2147-3090,37.497627,127.150391,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로32나길 6,서울특별시 송파구 마천2동 173-30,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.497866,127.151883,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로38길 11,서울특별시 송파구 마천2동 191-30,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.497620,127.152936,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로30길 18,서울특별시 송파구 마천2동 140,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.498600,127.150368,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로 228,서울특별시 송파구 마천2동 162-8,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.499383,127.152722,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로38길 16,서울특별시 송파구 방이1동 131-5,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.510507,127.120443,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로42길 16,서울특별시 송파구 방이1동 163-4,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.511926,127.121400,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 위례성대로18길 27,서울특별시 송파구 방이1동 204-4 (206-5 앞),방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.509940,127.125201,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 오금로29길 12,서울특별시 송파구 방이1동 219-9,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.507643,127.121363,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 위례성대로2길  34,서울특별시 송파구 방이2동 55-14,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.514268,127.112259,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로32길 19-44,서울특별시 송파구 방이2동 98-9,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.514127,127.111489,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로32길 58-27,서울특별시 송파구 방이2동 105-13,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.511010,127.111876,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로48길 42-5,서울특별시 송파구 방이2동 124-35,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.510019,127.117525,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 위례성대로6길 6,서울특별시 송파구 방이2동 174-4,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.514777,127.118311,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로50길 40,서울특별시 송파구 방이2동 158,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.512973,127.118779,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 양재대로 1232,서울특별시 송파구 방이동 89-10,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.515326,127.134111,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 양재대로72길 8,서울특별시 송파구 오금동 17,방범,1,200,360도 전방,30,2007-12,02-2147-3090,37.509633,127.127597,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 중대로31가길 11,서울특별시 송파구 오금동 33-21,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.505742,127.130417,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 중대로36길 1,서울특별시 송파구 오금동 81-6,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.506957,127.133088,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 중대로40길 16,서울특별시 송파구 오금동 96-14,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.507226,127.134928,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 문정로25길 33,서울특별시 송파구 오금동 116-12,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.503742,127.140540,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로41길 42,서울특별시 송파구 송파1동 9-9,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.509220,127.105911,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로41길 9,서울특별시 송파구 송파1동 18-18,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.506966,127.108192,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로41길 24-1,서울특별시 송파구 송파1동 26-7,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.508163,127.107163,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로43길 29,서울특별시 송파구 송파1동 36-19,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.509559,127.107664,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로41길 6-58,서울특별시 송파구 송파1동 41-1,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.508597,127.108448,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로45길 11,서울특별시 송파구 송파1동 43-1,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.509436,127.110127,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로45길 24,서울특별시 송파구 송파1동 54-9,방범,1,300,360도 전방,30,2004-12,02-2147-3090,37.510159,127.108917,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로45길 34,서울특별시 송파구 송파1동 56-1,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.510696,127.107920,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로23길 15,서울특별시 송파구 송파1동 108-8,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.504406,127.111755,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로21길 49,서울특별시 송파구 송파1동 115-9,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.505917,127.111910,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로44길 13-33,서울특별시 송파구 송파1동 128,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.506867,127.113502,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로44길 3,서울특별시 송파구 송파1동 133-10,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.507655,127.111040,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 오금로22길 6,서울특별시 송파구 송파1동 144-7 (139-5 덕산나동 옆),방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.508077,127.114958,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로6길 17,서울특별시 송파구 송파2동 99-2 (100-3 세탁소 건너편),방범,1,41,360도 전방,30,2007-12,02-2147-3090,37.502346,127.114190,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로2길 30,서울특별시 송파구 송파2동 99-2 (잠실여고 후문앞),방범,1,200,360도 전방,30,2007-12,02-2147-3090,37.502367,127.112482,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로10길 8-1,서울특별시 송파구 송파2동 176-5,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.502047,127.115960,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송파대로36길 9,서울특별시 송파구 송파2동 194-2,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.500358,127.112976,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 삼학사로18길 16건너편,서울특별시 송파구 석촌동 19,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.504517,127.098849,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 석촌호수로18길 24-23,서울특별시 송파구 석촌동 54-31,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.504267,127.100405,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 석촌호수로20길 20,서울특별시 송파구 석촌동 154-8,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.505635,127.102561,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로39길 30,서울특별시 송파구 석촌동 180,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.506907,127.103746,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 삼학사로10길 17,서울특별시 송파구 석촌동 215-15,방범,1,200,360도 전방,30,2007-12,02-2147-3090,37.500535,127.098742,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 삼학사로8길 28-1,서울특별시 송파구 석촌동 238,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.500294,127.100193,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로34길 3-21,서울특별시 송파구 석촌동 235-11,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.502203,127.099847,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로5길 36,서울특별시 송파구 석촌동 247,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.502531,127.101045,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로15길 6,서울특별시 송파구 석촌동 278-19,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.501297,127.106680,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로2길 6,서울특별시 송파구 석촌동 307 (222-11 더헤어미용실 앞),방범,1,41,360도 전방,30,2007-12,02-2147-3090,37.497868,127.098816,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로40길 5,서울특별시 송파구 석촌동 286-9,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.504093,127.106060,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로21길 27,서울특별시 송파구 삼전동 4-2,방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.506325,127.090996,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 삼전로6길 3-15,서울특별시 송파구 삼전동 28-17,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.503768,127.088275,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로28길 20-41,서울특별시 송파구 삼전동 55,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.500878,127.090054,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로28길 39-28,서울특별시 송파구 삼전동 69-9,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.499112,127.092454,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로32길 6-33,서울특별시 송파구 삼전동 73-8,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.501836,127.093843,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로27길 15,서울특별시 송파구 삼전동 98-9,방범,1,200,360도 전방,30,2010-12,02-2147-3090,37.504569,127.093094,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 삼학사로13길 4,서울특별시 송파구 삼전동 132-5,방범,1,200,360도 전방,30,2007-12,02-2147-3090,37.503280,127.096500,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로28길 36,서울특별시 송파구 삼전동 53-6,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.499795,127.090957,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 양재대로68길 5,서울특별시 송파구 가락본동 1,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.502841,127.123140,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 양재대로62길 5,서울특별시 송파구 가락본동 94,방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.499209,127.117822,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로3길 3,서울특별시 송파구 가락본동 106-3 (102 주변),방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.490130,127.122466,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로26길 16-68,서울특별시 송파구 가락본동 112-12,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.493650,127.122023,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로27길 4,서울특별시 송파구 가락2동 124-21,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.493233,127.125533,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로23길 14,서울특별시 송파구 가락2동 146-7 (145-20 미니마트 앞),방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.495613,127.124726,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로9길 49,서울특별시 송파구 가락2동 150-7 (149-10 청소용품백화점 앞),방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.496573,127.126633,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로23길 38,서울특별시 송파구 가락2동 150-16,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.497477,127.125954,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 오금로44길 50-22,서울특별시 송파구 가락2동 193-12,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.494890,127.131365,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로17길 5,서울특별시 송파구 가락2동 164-9,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.497181,127.131550,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로8길 3-10,서울특별시 송파구 문정1동 4-15,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.490686,127.125928,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로6길 6,서울특별시 송파구 문정1동 28-9 (29-3 주변),방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.489765,127.124284,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 동남로6길 3-7(나무뒤편),서울특별시 송파구 문정1동 29-7,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.490078,127.124364,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 문정로1길 5,서울특별시 송파구 문정1동 50-7,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.486596,127.124446,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송파대로22길 5,서울특별시 송파구 문정1동 53-18,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.487529,127.122506,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송파대로27길 34,서울특별시 송파구 문정2동 150-34,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.490769,127.115137,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 중대로 16(공원내),서울특별시 송파구 문정2동 150-8,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.489487,127.109981,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송파대로 108,서울특별시 송파구 문정동 73-10,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.480376,127.125687,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 새말로10길 17,서울특별시 송파구 문정동 78-18,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.481336,127.127639,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로31길 32-23,서울특별시 송파구 문정동 139-8,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.489519,127.135011,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로37길 24,서울특별시 송파구 문정동 142-8,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.488115,127.135261,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 송이로31길 52(4동뒷편),서울특별시 송파구 문정동 145 (4동 뒷편),방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.490229,127.135873,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 충민로4길 19(701동앞),서울특별시 송파구 장지동 844,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.478989,127.129794,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 충민로6길 17(아이코리아 앞),서울특별시 송파구 장지동택지개발지구,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.480931,127.133221,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로 104,서울특별시 송파구 잠실본동 181-6,방범,1,200,360도 전방,30,2004-12,02-2147-3090,37.511592,127.082261,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로12길 12,서울특별시 송파구 잠실본동 188-8,방범,1,41,360도 전방,30,2009-12,02-2147-3090,37.510790,127.082880,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 석촌호수로 88,서울특별시 송파구 잠실본동 209-5,방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.508623,127.087081,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로17길 22,서울특별시 송파구 잠실본동 240-12,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.507502,127.085907,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로 148,서울특별시 송파구 잠실본동 313-10,방범,1,200,360도 전방,30,2005-12,02-2147-3090,37.505557,127.083343,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 백제고분로18길 6,서울특별시 송파구 잠실본동 314-14,방범,1,41,360도 전방,30,2007-12,02-2147-3090,37.504753,127.084794,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 도곡로 442,서울특별시 송파구 잠실본동 305-9,방범,1,41,360도 전방,30,2010-12,02-2147-3090,37.505064,127.077500,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로33길 71(성내천 뚝방),서울특별시 송파구 신천동 21,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.523293,127.107260,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 올림픽로4길 16,서울특별시 송파구 잠실7동 50-4,방범,1,200,360도 전방,30,2009-12,02-2147-3090,37.508987,127.074076,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 바람드리길 14,서울특별시 송파구 풍납동 88-77,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.538015,127.117530,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 풍성로20길 5,서울특별시 송파구 풍납동 165-2,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.533820,127.117720,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 강동대로3길 25,서울특별시 송파구 풍납동 403-2,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.528952,127.115770,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 강동대로2길 13,서울특별시 송파구 풍납동 388-8,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.526086,127.112454,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 거마로9길 7,서울특별시 송파구 거여동 136-106호 맞은편,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.496222,127.144907,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로 126-13,서울특별시 송파구 거여동 5-3,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.498539,127.141965,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 오금로51길 16,서울특별시 송파구 거여동 13-19,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.496841,127.140801,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 양산로8길 5-12,서울특별시 송파구 거여동 568-5,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.492237,127.145012,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 거마로2길 3-12,서울특별시 송파구 거여동 40-11,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.493783,127.145410,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로61가길 7,서울특별시 송파구 마천동 308-23,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.492756,127.153457,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로61마길 7-24,서울특별시 송파구 마천동 321-15,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.492911,127.155039,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로32길 26,서울특별시 송파구 마천동 143-17,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.497486,127.151428,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로21길 15,서울특별시 송파구 마천동 24-1,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.500397,127.144323,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 마천로 295,서울특별시 송파구 마천동 128-50,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.496351,127.148994,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 성내천로35길 7,서울특별시 송파구 마천동 159-221,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.499101,127.154811,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 오금로27길 25-29,서울특별시 송파구 방이동 127-7,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.508812,127.118697,2019-06-25
"서울특별시 송파구청",서울특별시 송파구 가락로40길 8,서울특별시 송파구 방이동 133-3,방범,1,130,360도 전방,30,2011-12,02-2147-3090,37.511250,127.119667,2019-06-25
