"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3180000","102","2015","00002","유흥주점영업","20150617","신세계노래바","서울특별시 영등포구 영중로 5 지하1층 (영등포동4가 시온빌딩)","서울특별시 영등포구 영등포동4가  432번지 14호  ","","010*******","20180524","","20150617","영등포동","","","","룸살롱","","","1","","4","","비대상","상수도전용","지하","","","","","","","","","4.40","77.88","","8.00","","","","","","","","","3180000-102-2015-00002","","","","","","내국인","대한민국"
"3180000","102","2015","00002","유흥주점영업","20150617","신세계노래바","서울특별시 영등포구 영중로 5 지하1층 (영등포동4가 시온빌딩)","서울특별시 영등포구 영등포동4가  432번지 14호  ","","010*******","20161007","","20150617","영등포동","","","","룸살롱","","","1","","4","","비대상","상수도전용","지하","","","","","","","","","4.40","77.88","","8.00","","","","","","","","","3180000-102-2015-00002","","","","","","내국인","대한민국"
"3180000","102","1971","02714","유흥주점영업","19711011","버디","서울특별시 영등포구 여의대방로 379 (여의도동제일빌딩 지하 101호102호)","서울특별시 영등포구 여의도동  44번지 35호  제일빌딩 지하 101호102호","193.59","  0206783017  ","20131007","","19711011","여의동","20180130","자진폐업","영업부진","룸살롱","","","","","","","비대상","","","","","","","","","","","7.54","152.17","0.00","33.88","0.00","0.00","0.00","0.00","0.00","0.00","","","3180000-102-1971-02714","","","","","","내국인","대한민국"
"3180000","102","1978","02608","유흥주점영업","19781024","맨하탄","서울특별시 영등포구 국회대로76길 16 (여의도동)","서울특별시 영등포구 여의도동  13번지 3호  ","320.64","  0200000000  ","20050318","","19781024","여의동","20140829","자진폐업","자진폐업","룸살롱","0","0","0","0","0","","비대상","상수도전용","","0","0","","","","","","","0.00","202.54","0.00","88.10","0.00","5.00","30.00","0.00","","","","","3180000-102-1978-02608","","","","","","내국인",""
"3180000","102","1978","02622","유흥주점영업","19780208","황금노래","서울특별시 영등포구 여의대방로 394 (여의도동우정빌딩204호)","서울특별시 영등포구 여의도동  53번지 0호  우정빌딩204호","67.45","  02 2348761  ","20181214","","20010428","여의동","","","","룸살롱","2","2","","","","","비대상","","","","","","","","","","","3.60","59.04","0.00","4.81","0.00","10.00","0.00","0.00","","","","","3180000-102-1978-02622","","","","","","내국인","대한민국"
"3180000","102","1978","02622","유흥주점영업","19780208","황금노래","서울특별시 영등포구 여의대방로 394 (여의도동우정빌딩204호)","서울특별시 영등포구 여의도동  53번지 0호  우정빌딩204호","67.45","  02 2348761  ","20151214","","20010428","여의동","","","","룸살롱","2","2","","","","","비대상","","","","","","","","","","","3.60","59.04","0.00","4.81","0.00","10.00","0.00","0.00","","","","","3180000-102-1978-02622","","","","","","내국인","대한민국"
"3180000","102","1978","02744","유흥주점영업","19781113","맨하탄","서울특별시 영등포구 국회대로76길 16 (여의도동지하12층)","서울특별시 영등포구 여의도동  13번지 3호  지하12층","527.88","  0266707503  ","20131029","","20010219","여의동","20160502","자진폐업","영업부진","관광호텔나이트(디스코)","","","","","","","비대상","","","","","","","","","","","40.65","106.70","78.84","12.00","28.40","0.00","0.00","261.29","","","","","3180000-102-1978-02744","","","","","","내국인","대한민국"
"3180000","102","1980","02670","유흥주점영업","19800412","이비자","서울특별시 영등포구 여의대방로65길 12 지하동 3호 (여의도동에리트)","서울특별시 영등포구 여의도동  44번지 32호 지하 에리트-3","342.15","  0207805141  ","20131022","","19800412","여의동","20140530","자진폐업","영업부진","룸살롱","","","","","","","비대상","","","","","","","","","","","17.52","0.00","0.00","0.00","0.00","0.00","0.00","324.63","","","","","3180000-102-1980-02670","","","","","","내국인","대한민국"
"3180000","102","1981","02705","유흥주점영업","19811106","노블레스바(Bar)","서울특별시 영등포구 여의대방로65길 17 (여의도동 서린빌딩 지하37호)","서울특별시 영등포구 여의도동  45번지 15호  서린빌딩 지하37호","83.90","  02 7839210  ","20090508","","20120210","여의동","20160818","자진폐업","영업부진","룸살롱","","","","","","","비대상","","지하","","","","","","","","","1.50","57.00","0.00","25.40","0.00","0.00","0.00","0.00","0.00","0.00","","","3180000-102-1981-02705","","","","","","내국인","대한민국"
"3180000","102","1983","02642","유흥주점영업","19830614","새우강","서울특별시 영등포구 여의대방로69길 7 (여의도동 충무빌딩 303.304)","서울특별시 영등포구 여의도동  43번지 13호  충무빌딩 303.304","140.90","  02 7820416  ","20131111","","20120112","여의동","20140623","자진폐업","사업부진","룸살롱","","","","","","","비대상","","","","","","","","","","","5.32","97.77","0.00","12.37","0.00","0.00","0.00","25.44","","","","","3180000-102-1983-02642","","","","","","내국인","대한민국"
"3180000","102","1984","02611","유흥주점영업","19840727","금성","서울특별시 영등포구 국제금융로8길 19 212동 (여의도동중앙빌딩)","서울특별시 영등포구 여의도동  44번지 21호 212 중앙빌딩","65.20","  02 7865160  ","19990609","","19990609","여의동","20160729","행정처분","행정처분","룸살롱","0","0","0","0","0","","비대상","상수도전용","","1","4","","","","","","","4.23","42.13","0.00","15.55","0.00","5.00","3.29","0.00","","","","","3180000-102-1984-02611","","","","","","내국인",""
"3180000","102","1984","02646","유흥주점영업","19840425","벤허","서울특별시 영등포구 여의대방로69길 7 (여의도동)","서울특별시 영등포구 여의도동  44번지 13호  ","151.70","  02 7860280  ","20150205","","20111202","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","6.72","126.03","15.17","0.00","0.00","10.00","3.78","0.00","","","","","3180000-102-1984-02646","","","","","","내국인","대한민국"
"3180000","102","1984","02699","유흥주점영업","19841224","스카이","서울특별시 영등포구 국회대로70길 19 (여의도동 대하빌딩 지하1층 B10~11호)","서울특별시 영등포구 여의도동  14번지 11호  대하빌딩 지하1층 B10~11호","63.98","  02 7861896  ","20180920","","19841224","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","3.24","60.74","0.00","0.00","0.00","0.00","0.00","0.00","","","","","3180000-102-1984-02699","","","","","","내국인","대한민국"
"3180000","102","1984","02699","유흥주점영업","19841224","스카이","서울특별시 영등포구 국회대로70길 19 (여의도동 대하빌딩 지하1층 B10~11호)","서울특별시 영등포구 여의도동  14번지 11호  대하빌딩 지하1층 B10~11호","63.98","  02 7861896  ","20170324","","19841224","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","3.24","60.74","0.00","0.00","0.00","0.00","0.00","0.00","","","","","3180000-102-1984-02699","","","","","","내국인","대한민국"
"3180000","102","1984","02708","유흥주점영업","19840721","태양(로렉스)","서울특별시 영등포구 여의대방로69길 7 (여의도동 15호 충무빌딩 305306호)","서울특별시 영등포구 여의도동  44번지 13호  15호 충무빌딩 305306호","207.09","02 761 1311   ","20131128","","20120112","여의동","20140715","행정처분","영업시설물 전부멸실","룸살롱","","","","","","","비대상","","","","","","","","","","","14.94","94.63","0.00","0.00","6.00","0.00","1.00","90.52","","","","","3180000-102-1984-02708","","","","","","내국인","대한민국"
"3180000","102","1985","02681","유흥주점영업","19850731","신궁전","서울특별시 영등포구 여의나루로 42 (여의도동 여의도종합상가232233)","서울특별시 영등포구 여의도동  35번지 5호  여의도종합상가232233","61.00","  02          ","20111111","","20111111","여의동","","","","룸살롱","2","2","","","","","비대상","상수도전용","","2","","","","","","","","3.90","44.90","0.00","11.21","0.99","0.00","0.00","0.00","","","","","3180000-102-1985-02681","","","","","","내국인","대한민국"
"3180000","102","1985","02701","유흥주점영업","19850314","일등석","서울특별시 영등포구 여의대방로65길 지하 12 (여의도동 지하101102호)","서울특별시 영등포구 여의도동  44번지 32호  지하101102호","218.93","  02 7820202  ","20121204","","20111122","여의동","20131029","자진폐업","영업부진","룸살롱","0","0","1","1","0","","비대상","상수도전용","","3","5","","","","","","","10.90","140.12","0.00","60.87","7.04","0.00","0.00","0.00","","","","","3180000-102-1985-02701","","","","","","내국인","대한민국"
"3180000","102","1986","02625","유흥주점영업","19860514","(주)노렉스","서울특별시 영등포구 국제금융로8길 27-3 (여의도동 가든빌딩지하105)","서울특별시 영등포구 여의도동  45번지 18호  가든빌딩지하105","176.57","  02 7849542  ","20150309","(주)노렉스","20120223","여의동","20150910","자진폐업","사업부진","룸살롱","","","","","","","비대상","","","","","","","","","","","10.77","81.88","0.00","74.13","0.00","13.00","9.79","0.00","","","","","3180000-102-1986-02625","","","","","","내국인","대한민국"
"3180000","102","1986","02630","유흥주점영업","19860526","던힐","서울특별시 영등포구 여의대방로69길 7 (여의도동 충무빌딩지하67동)","서울특별시 영등포구 여의도동  44번지 13호  충무빌딩지하67동","168.59","  02 7809315  ","20130722","","20120206","여의동","20190527","자진폐업","","룸살롱","","","","","","","비대상","","","","","","","","","","","4.84","92.64","0.00","46.72","7.00","5.00","17.39","0.00","","","","","3180000-102-1986-02630","","","","","","내국인","대한민국"
"3180000","102","1986","02665","유흥주점영업","19860812","타임","서울특별시 영등포구 여의대방로67길 22 (208-218변경)동 220호 (여의도동태양빌딩)","서울특별시 영등포구 여의도동  44번지 2호 (208-218변경) 태양빌딩-220","93.96","  02 7855592  ","20070228","","19990805","여의동","20140225","자진폐업","업종변경(단란주점)","룸살롱","","","","","","","비대상","상수도전용","","2","5","","","","","","","4.16","67.05","0.00","22.75","0.00","10.00","0.00","0.00","","","","","3180000-102-1986-02665","","","","","","내국인",""
"3180000","102","1988","02620","유흥주점영업","19880229","스카이","서울특별시 영등포구 여의대방로 383 (여의도동)","서울특별시 영등포구 여의도동  44번지 14호  ","75.83","  02 7806777  ","20130909","","19880229","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","10.80","46.85","0.00","0.00","4.32","0.00","0.00","13.86","","","","","3180000-102-1988-02620","","","","","","내국인","대한민국"
"3180000","102","1988","02620","유흥주점영업","19880229","여명","서울특별시 영등포구 여의대방로 383 (여의도동)","서울특별시 영등포구 여의도동  44번지 14호  ","75.83","  02 7806777  ","20130909","","19880229","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","10.80","46.85","0.00","0.00","4.32","0.00","0.00","13.86","","","","","3180000-102-1988-02620","","","","","","내국인","대한민국"
"3180000","102","1989","02664","유흥주점영업","19890418","여명","서울특별시 영등포구 국제금융로6길 26 (여의도동한국노총지하)","서울특별시 영등포구 여의도동  35번지 0호  한국노총지하","180.74","  02 7835155  ","20010420","","20010420","여의동","20130807","행정처분","정당한 사유없이 6개월이상 휴업(영업허가 취소)","룸살롱","0","0","0","0","0","","비대상","상수도전용","","4","2","","","","","","","20.80","122.91","0.00","31.40","0.00","20.00","5.63","0.00","","","","","3180000-102-1989-02664","","","","","","내국인",""
"3180000","102","1989","02678","유흥주점영업","19890612","터널","서울특별시 영등포구 국제금융로8길 25 (여의도동신한빌딩 지하1층)","서울특별시 영등포구 여의도동  45번지 11호  신한빌딩 지하1층","125.08","  02 7827760  ","20140327","","20010626","여의동","","","","룸살롱","0","0","0","0","0","","비대상","상수도전용","","3","6","","","","","","","7.25","92.68","0.00","5.60","0.00","0.00","0.00","19.55","","","","","3180000-102-1989-02678","","","","","","내국인","대한민국"
"3180000","102","1989","02743","유흥주점영업","19890626","잰틀맨","서울특별시 영등포구 은행로 62 (여의도동)","서울특별시 영등포구 여의도동  10번지 3호  ","543.53","  02          ","20160225","(주)잰틀맨","19990609","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","15.92","0.00","0.00","166.01","0.00","0.00","23.78","337.82","","","","","3180000-102-1989-02743","","","","","","내국인","대한민국"
"3180000","102","1997","02702","유흥주점영업","19970219","팔팔노래클럽","서울특별시 영등포구 여의대방로 379 (여의도동지하13호)","서울특별시 영등포구 여의도동  44번지 35호  지하13호","69.76","  02 7869994  ","20150302","","20010427","여의동","","","","룸살롱","0","0","1","1","0","","비대상","상수도전용","","3","6","","","","","","","5.48","42.31","0.00","14.70","5.22","0.00","2.05","0.00","","","","","3180000-102-1997-02702","","","","","","내국인","대한민국"
"3180000","102","1998","02717","유흥주점영업","19981209","퀸","서울특별시 영등포구 여의대방로 379 (여의도동제일빌딩)","서울특별시 영등포구 여의도동  44번지 35호  제일빌딩","148.91","  02 7852516  ","19990511","","19990511","여의동","20150703","행정처분","행정처분","룸살롱","0","0","0","0","0","","비대상","상수도(음용)지하수(주방용)겸용","","1","3","","","","","","","9.43","101.18","0.00","35.30","3.00","0.00","0.00","0.00","","","","","3180000-102-1998-02717","","","","","","내국인",""
"3180000","102","1999","12143","유흥주점영업","19990419","명품관","서울특별시 영등포구 여의대방로67길 8 (여의도동)","서울특별시 영등포구 여의도동  44번지 12호  ","61.95","  02 7808480  ","20131017","","19990805","여의동","","","","룸살롱","0","0","0","0","0","","비대상","","","0","0","","","","","","","2.40","48.85","0.00","10.70","0.00","0.00","0.00","0.00","","","","","3180000-102-1999-12143","","","","","","내국인","대한민국"
"3180000","102","1999","12566","유흥주점영업","19990820","레드노래주점","서울특별시 영등포구 여의대방로65길 10 지하1층 (여의도동)","서울특별시 영등포구 여의도동  44번지 34호  지하1층","78.20","  02          ","20120202","","20120202","여의동","","","","룸살롱","0","0","0","0","0","","비대상","상수도전용","","0","0","","","","","","","2.80","57.16","0.00","18.24","0.00","0.00","0.00","0.00","","","","","3180000-102-1999-12566","","","","","","내국인","대한민국"
"3180000","102","1999","12734","유흥주점영업","19990922","수림","서울특별시 영등포구 여의대방로67길 10 1층동 (여의도동지하)","서울특별시 영등포구 여의도동  44번지 16호 1층 지하","139.77","  02 7829044  ","20131017","","19990922","여의동","20150205","자진폐업","사업부진","룸살롱","","","","","","","비대상","","","","","","","","","","","7.70","104.23","0.00","27.84","0.00","0.00","0.00","0.00","","","","","3180000-102-1999-12734","","","","","","내국인","대한민국"
"3180000","102","1999","12825","유흥주점영업","19991023","보물섬","서울특별시 영등포구 여의대방로67길 21 (여의도동 지하1층)","서울특별시 영등포구 여의도동  44번지 25호  지하1층","424.24","  02 7860666  ","20181023","","20120104","여의동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","7.50","244.84","0.00","155.78","0.00","0.00","16.12","0.00","","","","","3180000-102-1999-12825","","","","","","내국인","대한민국"
"3180000","102","1999","12825","유흥주점영업","19991023","보물섬","서울특별시 영등포구 여의대방로67길 21 (여의도동 지하1층)","서울특별시 영등포구 여의도동  44번지 25호  지하1층","424.24","  02 7860666  ","20160628","","20120104","여의동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","7.50","244.84","0.00","155.78","0.00","0.00","16.12","0.00","","","","","3180000-102-1999-12825","","","","","","내국인","대한민국"
"3180000","102","1999","12886","유흥주점영업","19991112","아이엔지","서울특별시 영등포구 여의대방로 379 (여의도동)","서울특별시 영등포구 여의도동  44번지 35호  ","144.30","  02          ","20070613","","19991112","여의동","20130521","자진폐업","영업부진","룸살롱","","","","","","20031024","비대상","","","","","","","","","","","5.13","108.12","0.00","31.05","0.00","0.00","0.00","0.00","","","","","3180000-102-1999-12886","","","","","","내국인",""
"3180000","102","2000","02624","유흥주점영업","20001229","피아노","서울특별시 영등포구 여의대방로69길 28 (여의도동 유성빌딩 지하)","서울특별시 영등포구 여의도동  43번지 1호  유성빌딩 지하","213.06","  02 7861256  ","20130425","","20120221","여의동","20140328","자진폐업","업종변경","룸살롱","0","0","0","0","0","","비대상","상수도전용","","4","15","","","","","","","12.56","123.53","0.00","0.00","0.00","10.00","9.80","67.17","","","","","3180000-102-2000-02624","","","","","","내국인","대한민국"
"3180000","102","2000","13541","유흥주점영업","20000712","엔에이치케이룸영상가요","서울특별시 영등포구 여의나루로 42 331332호 (여의도동)","서울특별시 영등포구 여의도동  35번지 5호  -331332","61.60","  02 8149575  ","20031001","","20120621","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","2.88","34.57","0.00","0.00","1.98","0.00","0.00","22.17","","","","","3180000-102-2000-13541","","","","","","내국인",""
"3180000","102","2000","13547","유흥주점영업","20000713","라스비어스","서울특별시 영등포구 국제금융로6길 30 (여의도동백상빌딩)","서울특별시 영등포구 여의도동  35번지 2호  백상빌딩","120.00","  02 7830102  ","20160923","","20000713","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","9.36","59.64","0.00","40.00","5.40","0.00","5.60","0.00","","","","","3180000-102-2000-13547","","","","","","내국인","대한민국"
"3180000","102","2001","02628","유흥주점영업","20010117","이랑","서울특별시 영등포구 여의대방로69길 7 충무빌딩  지하45호 (여의도동)","서울특별시 영등포구 여의도동  산 44번지 13호  충무빌딩 지하45호","229.95","  02 7864236  ","19821222","","20010117","여의동","20180315","기타","오류자료정비중20030087016중복확인","룸살롱","","","","","","","비대상","상수도전용","","2","5","","","","","","","10.50","143.64","0.00","59.11","0.00","10.00","16.70","0.00","","","","","3180000-102-2001-02628","","","","","","내국인","대한민국"
"3180000","102","2001","02649","유흥주점영업","20010619","바메디컬팀","서울특별시 영등포구 여의대방로 386 지하1층 15671112호 (여의도동 진주상가)","서울특별시 영등포구 여의도동  54번지 2호  진주상가 지하1층 15671112호","198.03","  02 7867265  ","20160330","(주)메디컬팀","20010619","여의동","20180710","자진폐업","기타","룸살롱","","","","","","","비대상","","","","","","","","","","","7.28","132.07","0.00","54.72","3.96","0.00","0.00","0.00","","","","","3180000-102-2001-02649","","","","","","내국인","대한민국"
"3180000","102","2001","02652","유흥주점영업","20010724","피아노","서울특별시 영등포구 여의대방로69길 28 (여의도동 지하1층)","서울특별시 영등포구 여의도동  43번지 1호  지하1층","203.07","  02          ","20150916","","20140327","여의동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","6.90","144.33","0.00","39.66","0.00","10.00","12.18","0.00","","","","","3180000-102-2001-02652","","","","","","내국인","대한민국"
"3180000","102","2001","02657","유흥주점영업","20010522","명품관노래주점","서울특별시 영등포구 여의대방로67길 8 (여의도동고려빌딩지하)","서울특별시 영등포구 여의도동  44번지 12호  고려빌딩지하","148.80","  02 7821444  ","20131017","","20010522","여의동","","","","룸살롱","0","0","0","0","0","","비대상","상수도전용","","2","10","","","","","","","7.68","121.86","0.00","19.26","0.00","12.00","0.00","0.00","","","","","3180000-102-2001-02657","","","","","","내국인","대한민국"
"3180000","102","2001","02658","유흥주점영업","20010425","비엠더블(BMW)","서울특별시 영등포구 국제금융로6길 30 (여의도동백상빌딩 008호)","서울특별시 영등포구 여의도동  35번지 2호  백상빌딩 008호","165.10","  02 7834030  ","20130130","","20010425","여의동","","","","룸살롱","0","0","0","0","0","","비대상","상수도전용","","0","0","","","","","","","6.29","120.35","0.00","35.94","0.00","12.05","2.52","0.00","","","","","3180000-102-2001-02658","","","","","","내국인","대한민국"
"3180000","102","2001","02660","유흥주점영업","20010503","여의주","서울특별시 영등포구 국제금융로8길 34 지하1층 101~104호 (여의도동 오륜빌딩)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩 지하1층 101~104호","239.08","  02 7830460  ","20161103","","20111129","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","","","","","","","","","","","17.62","175.71","0.00","45.75","0.00","0.00","0.00","0.00","0.00","0.00","","","3180000-102-2001-02660","","","","","","내국인","대한민국"
"3180000","102","2001","02660","유흥주점영업","20010503","윈저","서울특별시 영등포구 국제금융로8길 34 지하1층 101~104호 (여의도동 오륜빌딩)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩 지하1층 101~104호","239.08","  02 7830460  ","20161103","","20111129","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","","","","","","","","","","","17.62","175.71","0.00","45.75","0.00","0.00","0.00","0.00","0.00","0.00","","","3180000-102-2001-02660","","","","","","내국인","대한민국"
"3180000","102","2001","02693","유흥주점영업","20010612","블랙잭","서울특별시 영등포구 국제금융로6길 30 (여의도동백상빌딩 지하13~15호)","서울특별시 영등포구 여의도동  35번지 2호  백상빌딩 지하13~15호","147.00","  02 7802228  ","20060615","","20010612","여의동","","","","룸살롱","0","0","0","0","0","","비대상","상수도전용","","2","4","","","","","","","5.80","120.11","0.00","21.09","0.00","0.00","0.00","0.00","","","","","3180000-102-2001-02693","","","","","","내국인",""
"3180000","102","2001","14094","유흥주점영업","20010523","윈저","서울특별시 영등포구 국제금융로8길 34 (여의도동오륜빌딩지하5.6.7.8호)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩지하5.6.7.8호","","  02 5305648  ","20181109","","20010523","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","상수도전용","","","","","","","","","","8.80","172.54","","47.51","","","","","","","","","3180000-102-2001-14094","","","","","","내국인","대한민국"
"3180000","102","2001","14094","유흥주점영업","20010523","블랙홀","서울특별시 영등포구 국제금융로8길 34 (여의도동오륜빌딩지하5.6.7.8호)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩지하5.6.7.8호","","  02 5305648  ","20181109","","20010523","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","상수도전용","","","","","","","","","","8.80","172.54","","47.51","","","","","","","","","3180000-102-2001-14094","","","","","","내국인","대한민국"
"3180000","102","2001","14094","유흥주점영업","20010523","윈저","서울특별시 영등포구 국제금융로8길 34 (여의도동오륜빌딩지하5.6.7.8호)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩지하5.6.7.8호","","  02 5305648  ","20160428","","20010523","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","상수도전용","","","","","","","","","","8.80","172.54","","47.51","","","","","","","","","3180000-102-2001-14094","","","","","","내국인","대한민국"
"3180000","102","2001","14094","유흥주점영업","20010523","블랙홀","서울특별시 영등포구 국제금융로8길 34 (여의도동오륜빌딩지하5.6.7.8호)","서울특별시 영등포구 여의도동  36번지 4호  오륜빌딩지하5.6.7.8호","","  02 5305648  ","20160428","","20010523","여의동","20190603","행정처분","행정처분","룸살롱","","","","","","","비대상","상수도전용","","","","","","","","","","8.80","172.54","","47.51","","","","","","","","","3180000-102-2001-14094","","","","","","내국인","대한민국"
