시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3090000,102,2007,00004,유흥주점영업,20071220,부킹,서울특별시 도봉구 마들로11길 65, 지하1층 1호 (창동, 유진빌딩),서울특별시 도봉구 창동  13번지  ,,02  991 1808  ,20170117,,20071220,창제4동,,,,룸살롱,,,1,1,9,,비대상,상수도전용,지하,1,,,,,,,,3.30,77.25,,6.60,6.60,,,,,,,,3090000-102-2007-00004,,,,,,내국인,대한민국
3090000,102,2010,00001,유흥주점영업,20100819,챔프노래타운,서울특별시 도봉구 노해로69길 21-11, 2층 201,202,203,204호 (창동),서울특별시 도봉구 창동  12번지 1호  2층 201,202,203,204호,236.34,02  991 9911  ,20170808,,20100819,창제4동,,,,룸살롱,2,2,,,,,비대상,상수도전용,지상2층이상,,,,,,,,,18.44,138.66,0.00,0.00,0.00,9.38,0.00,79.24,,,,,3090000-102-2010-00001,,,,,,내국인,대한민국
3090000,102,2011,00001,유흥주점영업,20110629,MBC노래장,서울특별시 도봉구 마들로11가길 15, 지하1층 2,3,4,5,6,7,25,26호 (창동, 콤마빌딩),서울특별시 도봉구 창동  6번지  콤마빌딩 지하1층(2,3,4,5,6,7,25,26호),97.40,  02 9983300  ,20120330,,20110808,창제4동,,,,기타,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,2.68,62.71,0.00,0.00,0.00,12.00,0.00,32.01,,,,,3090000-102-2011-00001,,,,,,내국인,대한민국
3090000,102,2012,00001,유흥주점영업,20120423,폭스노래클럽,서울특별시 도봉구 마들로11가길 15, 2층 202호 (창동),서울특별시 도봉구 창동  6번지  콤마빌딩 2층 202호,,02  902 1441  ,20170817,,20120423,창제4동,,,,기타,2,2,,,6,,비대상,상수도전용,지상,,,,,,,,,7.82,49.30,,13.11,,,,,,,,,3090000-102-2012-00001,,,,,,내국인,대한민국
3090000,102,2012,00002,유흥주점영업,20120705,KBS노래장,서울특별시 도봉구 노해로69길 15-15, 지하1층 (창동, 점보빌딩(27,28,29,30,39,40,42,43호)),서울특별시 도봉구 창동  10번지 1호  ,,010*******,20120705,,20120705,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,6.93,,,30.08,2.80,,9.06,42.07,,,,,3090000-102-2012-00002,,,,,,내국인,대한민국
3090000,102,2012,00003,유흥주점영업,20120801,두꺼비노래장,서울특별시 도봉구 마들로11길 65, 지하층 3호 (창동, 유진빌딩),서울특별시 도봉구 창동  13번지  ,,02  900 1366  ,20151104,,20120801,창제4동,,,,노래클럽,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,10.00,53.78,,29.67,5.50,,,,,,,,3090000-102-2012-00003,,,,,,내국인,대한민국
3090000,102,2015,00001,유흥주점영업,20150216,창동노래타운,서울특별시 도봉구 마들로11길 57, B1층 101호 (창동, EQ 빌딩),서울특별시 도봉구 창동  13번지 2호  -B101,,010*******,20150216,,20150216,창제4동,,,,기타,,,1,1,15,,비대상,상수도전용,지하,,,,,,,,,,29.85,,9.24,,2.55,,,,,,,3090000-102-2015-00001,,,,,,내국인,대한민국
3090000,102,2017,00001,유흥주점영업,20170728,너와나노래주점,서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩),서울특별시 도봉구 창동  10번지 3호  ,,,20180319,,20170728,창제4동,,,,노래클럽,5,5,,,,,비대상,상수도전용,지상,,,,,,,,,10.80,92.13,,21.72,,,,,,,,,3090000-102-2017-00001,,,,,,내국인,대한민국
3090000,102,2017,00001,유흥주점영업,20170728,놀이터,서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩),서울특별시 도봉구 창동  10번지 3호  ,,,20180319,,20170728,창제4동,,,,노래클럽,5,5,,,,,비대상,상수도전용,지상,,,,,,,,,10.80,92.13,,21.72,,,,,,,,,3090000-102-2017-00001,,,,,,내국인,대한민국
3090000,102,2017,00001,유흥주점영업,20170728,너와나노래주점,서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩),서울특별시 도봉구 창동  10번지 3호  ,,,20170728,,20170728,창제4동,,,,노래클럽,5,5,,,,,비대상,상수도전용,지상,,,,,,,,,10.80,92.13,,21.72,,,,,,,,,3090000-102-2017-00001,,,,,,내국인,대한민국
3090000,102,2017,00001,유흥주점영업,20170728,놀이터,서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩),서울특별시 도봉구 창동  10번지 3호  ,,,20170728,,20170728,창제4동,,,,노래클럽,5,5,,,,,비대상,상수도전용,지상,,,,,,,,,10.80,92.13,,21.72,,,,,,,,,3090000-102-2017-00001,,,,,,내국인,대한민국
3090000,102,2018,00001,유흥주점영업,20180503,스타노래주점,서울특별시 도봉구 마들로11길 73, 3층 303호 (창동),서울특별시 도봉구 창동  3번지 3호  3층-303,,  02 9032861  ,20180503,,20180503,창제4동,,,,노래클럽,3,3,,,,,비대상,,지상,,,,,,,,,7.47,62.88,,21.65,,,,,,,,,3090000-102-2018-00001,,,,,,내국인,대한민국
3090000,102,2000,05153,유흥주점영업,20000706,명월관,서울특별시 도봉구 도봉로 511, 지하1층 (쌍문동),서울특별시 도봉구 쌍문동  88번지 1호  (지하1층),162.10,02  994 8509  ,20170502,,20000706,쌍문제3동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,19.60,62.88,0.00,17.70,3.52,0.00,0.00,58.40,,,,,3090000-102-2000-05153,,,,,,내국인,대한민국
3090000,102,1999,04547,유흥주점영업,19990419,백악관,    ,서울특별시 도봉구 창동  10번지 3호  ,278.14,  02 9069942  ,19990419,,19990419,창제4동,20000417,자진폐업,,카바레,,,,,,,비대상,상수도전용,,3,0,,,,,,,3.30,0.00,223.54,7.20,0.00,12.00,0.00,44.10,,,,,3090000-102-1999-04547,,,,,,내국인,
3090000,102,1999,04695,유흥주점영업,19990712,샤넬,    ,서울특별시 도봉구 창동  16번지 0호  제일빌딩 지하 101호,84.36,  02 9968029  ,19990712,,19990712,창제4동,20000217,자진폐업,,룸살롱,,,,,,,비대상,상수도전용,,0,2,,,,,,,6.08,24.12,0.00,0.00,1.20,12.00,4.14,48.82,,,,,3090000-102-1999-04695,,,,,,내국인,
3090000,102,2000,04957,유흥주점영업,20000125,코리아나,    ,서울특별시 도봉구 창동  12번지 1호  (지상6층),101.76,  02 9064666  ,20061123,,20000125,창제4동,20101104,자진폐업,개인사정,룸살롱,6,6,0,0,0,20061222,비대상,상수도전용,지상,0,0,,,,,,,16.56,71.55,0.00,13.65,0.00,6.00,0.00,0.00,,,,,3090000-102-2000-04957,,,,,,내국인,
3090000,102,2001,05656,유흥주점영업,20011128,KBS노래자랑,    ,서울특별시 도봉구 창동  3번지 3호  콤마프라자지하1층,,  02 9960929  ,20050518,,20011128,창제4동,20060718,행정처분,행정처분,룸살롱,0,0,1,1,0,20040220,비대상,상수도전용,지하,0,0,,,,,,,22.26,,,151.37,19.32,,,270.56,,,,,3090000-102-2001-05656,,,,,,내국인,
3090000,102,2002,00001,유흥주점영업,20020228,밀로스,    ,서울특별시 도봉구 창동  13번지  유진빌딩 지하 103호,,  02 9961444  ,20020228,,20020228,창제4동,20040503,자진폐업,영업부진,룸살롱,0,0,1,1,0,20020426,비대상,상수도전용,지하,0,0,,,,,,,7.25,109.65,,45.60,7.50,,,,,,,,3090000-102-2002-00001,,,,,,내국인,
