시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3200000,102,2009,00010,유흥주점영업,20091007,W플러스,서울특별시 관악구 남부순환로220길 16, (봉천동),서울특별시 관악구 봉천동  868번지 2호  ,,010*******,20181001,,20091007,청룡동,,,,룸살롱,,,1,1,6,,비대상,상수도전용,지하,1,3,,,,,,,6.60,72.76,,15.60,,3.60,,,,,,,3200000-102-2009-00010,,,,,,내국인,대한민국
3200000,102,2009,00010,유흥주점영업,20091007,W플러스,서울특별시 관악구 남부순환로220길 16, (봉천동),서울특별시 관악구 봉천동  868번지 2호  ,,010*******,20110708,,20091007,청룡동,,,,룸살롱,,,1,1,6,,비대상,상수도전용,지하,1,3,,,,,,,6.60,72.76,,15.60,,3.60,,,,,,,3200000-102-2009-00010,,,,,,내국인,대한민국
3200000,102,1977,07808,유흥주점영업,19770823,별밤가요주점,서울특별시 관악구 중앙1가길 1, (봉천동),서울특별시 관악구 봉천동  859번지 1호  ,94.74,  02 8777865  ,20171108,,19980603,중앙동,,,,카바레,,,,,,,비대상,,지하,,,,,,,,,5.39,21.28,0.00,9.35,2.76,0.00,0.00,55.96,0.00,0.00,,,3200000-102-1977-07808,,,,,,내국인,대한민국
3200000,102,2001,07814,유흥주점영업,20010907,봉봉노래바,서울특별시 관악구 봉천로 473, (봉천동),서울특별시 관악구 봉천동  859번지 34호  ,79.04,  02 8761670  ,20140710,,20010907,중앙동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,4.20,28.17,0.00,13.08,2.31,,8.52,22.76,0.00,0.00,,,3200000-102-2001-07814,,,,,,내국인,대한민국
3200000,102,2010,00002,유흥주점영업,20100525,69노래바,서울특별시 관악구 관악로 185, (봉천동, 지하1층),서울특별시 관악구 봉천동  861번지 11호  ,,011*******,20120420,,20100525,중앙동,,,,룸살롱,,,1,1,6,,비대상,상수도전용,지하,1,1,,,,,,,3.75,46.43,,,2.94,,,25.53,,,,,3200000-102-2010-00002,,,,,,내국인,대한민국
3200000,102,2012,00006,유흥주점영업,20120608,사루비아,서울특별시 관악구 관악로 183, (봉천동),서울특별시 관악구 봉천동  861번지 4호  ,,,20160920,,20120608,중앙동,,,,룸살롱,,,1,1,3,,비대상,상수도전용,지하,,,,,,,,,1.30,39.67,,1.00,7.00,,,19.15,,,,,3200000-102-2012-00006,,,,,,내국인,대한민국
3200000,102,2000,10255,유흥주점영업,20000414,피닉스,서울특별시 관악구 남부순환로224길 4, (봉천동),서울특별시 관악구 봉천동  857번지 2호  ,,  02 8846531  ,20120725,,20010507,낙성대동,20171017,자진폐업,명도,룸살롱,,,1,1,,,비대상,,,,,,,,,,,5.42,44.07,0.00,0.00,4.96,0.00,,24.23,,,,,3200000-102-2000-10255,,,,,,내국인,대한민국
3200000,102,2000,10587,유흥주점영업,20001024,수(秀),서울특별시 관악구 남부순환로226길 12, (봉천동),서울특별시 관악구 봉천동  1599번지 1호  ,80.42,  02 8736511  ,20181105,,20001024,낙성대동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.20,46.36,0.00,22.33,3.23,0.00,3.30,0.00,0.00,0.00,,,3200000-102-2000-10587,,,,,,내국인,대한민국
3200000,102,2000,10587,유흥주점영업,20001024,수(秀),서울특별시 관악구 남부순환로226길 12, (봉천동),서울특별시 관악구 봉천동  1599번지 1호  ,80.42,  02 8736511  ,20141212,,20001024,낙성대동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.20,46.36,0.00,22.33,3.23,0.00,3.30,0.00,0.00,0.00,,,3200000-102-2000-10587,,,,,,내국인,대한민국
3200000,102,2001,07779,유흥주점영업,20010627,킹노래노래,서울특별시 관악구 남부순환로 1832, (봉천동),서울특별시 관악구 봉천동  853번지 4호  ,88.17,  02 8865493  ,20091102,,20010627,낙성대동,20150401,자진폐업,재건축,비어(바)살롱,0,0,1,1,0,20091120,비대상,,지하,0,0,,,,,,,2.88,54.59,0.00,16.25,5.15,,9.30,0.00,0.00,0.00,,,3200000-102-2001-07779,,,,,,내국인,대한민국
3200000,102,2001,09495,유흥주점영업,20010629,칼라룸비지니스,서울특별시 관악구 남부순환로224길 13, (봉천동, 지하1층),서울특별시 관악구 봉천동  854번지 2호  ,97.00,  02 8887766  ,20020808,,20010911,낙성대동,20140922,행정처분,행정처분,룸살롱,,,,,,,비대상,,지하,,,,,,,,,8.70,48.00,0.00,0.00,4.93,0.00,0.00,35.37,,,,,3200000-102-2001-09495,,,,,,내국인,대한민국
3200000,102,2001,11116,유흥주점영업,20010809,룸 비지니스 동경,서울특별시 관악구 관악로14길 11, (봉천동),서울특별시 관악구 봉천동  854번지 13호  ,,  02 8822656  ,20090820,,20010809,낙성대동,20160719,자진폐업,건물신축으로,룸살롱,,,,,,,비대상,,지하,,,,,,,,,4.80,35.05,,33.75,4.20,,7.20,,0.00,0.00,,,3200000-102-2001-11116,,,,,,내국인,대한민국
3200000,102,2003,00011,유흥주점영업,20031119,깜노래빠,서울특별시 관악구 남부순환로 1830, 지하1층 (봉천동),서울특별시 관악구 봉천동  857번지 1호  지하1층,69.48,,20151026,,20031119,낙성대동,20171221,자진폐업,재건축,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.95,39.32,0.00,1.92,2.86,0.00,0.00,21.43,,,,,3200000-102-2003-00011,,,,,,내국인,대한민국
3200000,102,2005,00003,유흥주점영업,20050304,캐슬주점,서울특별시 관악구 관악로14길 14, 지하1층 (봉천동),서울특별시 관악구 봉천동  855번지 1호  ,49.83,02  872 5064  ,20130531,,20050304,낙성대동,,,,룸살롱,0,0,1,1,0,,비대상,,지하,0,0,,,,,,,6.88,24.85,0.00,0.00,1.40,0.00,0.00,16.70,0.00,0.00,,,3200000-102-2005-00003,,,,,,내국인,대한민국
3200000,102,2007,00004,유흥주점영업,20070928,텔미노래바,서울특별시 관악구 관악로 174, (봉천동,외 1필지 지하1층),서울특별시 관악구 봉천동  857번지 5호  외 1필지 지하1층,82.52,02  882 0778  ,20140425,,20070928,낙성대동,,,,비어(바)살롱,,,,,,,비대상,,지하,,,,,,,,,6.83,45.07,0.00,0.92,4.12,0.00,0.00,25.58,,,,,3200000-102-2007-00004,,,,,,내국인,대한민국
3200000,102,2015,00004,유흥주점영업,20151130,지니룸노래빠,서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동),서울특별시 관악구 봉천동  854번지 2호  ,,,20180130,,20151130,낙성대동,,,,룸살롱,,,1,1,5,,비대상,,지하,,,,,,,,,4.84,53.17,,3.50,5.10,,,28.37,,,,,3200000-102-2015-00004,,,,,,내국인,대한민국
3200000,102,2015,00004,유흥주점영업,20151130,딸기,서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동),서울특별시 관악구 봉천동  854번지 2호  ,,,20180130,,20151130,낙성대동,,,,룸살롱,,,1,1,5,,비대상,,지하,,,,,,,,,4.84,53.17,,3.50,5.10,,,28.37,,,,,3200000-102-2015-00004,,,,,,내국인,대한민국
3200000,102,2015,00004,유흥주점영업,20151130,지니룸노래빠,서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동),서울특별시 관악구 봉천동  854번지 2호  ,,,20151130,,20151130,낙성대동,,,,룸살롱,,,1,1,5,,비대상,,지하,,,,,,,,,4.84,53.17,,3.50,5.10,,,28.37,,,,,3200000-102-2015-00004,,,,,,내국인,대한민국
3200000,102,2015,00004,유흥주점영업,20151130,딸기,서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동),서울특별시 관악구 봉천동  854번지 2호  ,,,20151130,,20151130,낙성대동,,,,룸살롱,,,1,1,5,,비대상,,지하,,,,,,,,,4.84,53.17,,3.50,5.10,,,28.37,,,,,3200000-102-2015-00004,,,,,,내국인,대한민국
3200000,102,1977,07812,유흥주점영업,19771116,미팅,서울특별시 관악구 봉천로 482, 지하1층 (봉천동),서울특별시 관악구 봉천동  858번지 1호  ,,,20160302,,19970215,행운동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,3.80,56.70,0.00,33.70,0.00,4.20,0.00,,,,,,3200000-102-1977-07812,,,,,,내국인,대한민국
3200000,102,1978,07839,유흥주점영업,19780704,플라워노래빠,서울특별시 관악구 남부순환로 1881, (봉천동),서울특별시 관악구 봉천동  1674번지 20호  ,87.08,  02 8784437  ,20171010,,19980106,행운동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.08,,,,,3200000-102-1978-07839,,,,,,내국인,대한민국
3200000,102,1984,07776,유흥주점영업,19840321,거상노래바주점,서울특별시 관악구 관악로 220, (봉천동,(지하1층)),서울특별시 관악구 봉천동  32번지 4호  (지하1층),92.44,  02 1298800  ,20061222,,19951209,행운동,20160923,기타,직권말소,스텐드바,,,1,,,20080403,비대상,,지하,,,,,,,,,2.97,61.34,0.00,0.00,4.15,0.00,0.00,23.98,,,,,3200000-102-1984-07776,,,,,,내국인,
3200000,102,1986,07759,유흥주점영업,19860609,딸기,서울특별시 관악구 관악로 186, (봉천동),서울특별시 관악구 봉천동  858번지 12호  ,89.15,  02 3424176  ,20100707,,20010716,행운동,,,,스텐드바,,,1,1,4,20100820,비대상,상수도전용,지하,,,,,,,,,11.95,71.32,0.00,0.00,5.88,0.00,0.00,0.00,,,,,3200000-102-1986-07759,,,,,,내국인,대한민국
3200000,102,1986,07767,유흥주점영업,19861008,중앙룸,서울특별시 관악구 관악로24길 14, (봉천동),서울특별시 관악구 봉천동  30번지 3호  ,65.45,010*******,20131205,,19981127,행운동,20180625,자진폐업,영업부진,스텐드바,,,1,1,,,비대상,,,,,,,,,,,12.00,33.48,0.00,19.97,0.00,0.00,0.00,0.00,,,,,3200000-102-1986-07767,,,,,,내국인,대한민국
3200000,102,2000,10626,유흥주점영업,20001106,마이웨이,서울특별시 관악구 관악로 208-4, 지하1층 (봉천동),서울특별시 관악구 봉천동  62번지 33호  ,95.40,02  878 5340  ,20141119,,20010920,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.40,61.44,0.00,0.00,3.84,5.00,0.00,24.72,0.00,0.00,,,3200000-102-2000-10626,,,,,,내국인,대한민국
3200000,102,2001,07796,유흥주점영업,20010420,탑노래빠,서울특별시 관악구 남부순환로 1869, (봉천동),서울특별시 관악구 봉천동  1673번지 16호  ,105.53,02  797 6121  ,20190417,,20010425,행운동,,,,룸살롱,1,1,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.53,,,,,3200000-102-2001-07796,,,,,,내국인,대한민국
3200000,102,2001,07796,유흥주점영업,20010420,탑노래빠,서울특별시 관악구 남부순환로 1869, (봉천동),서울특별시 관악구 봉천동  1673번지 16호  ,105.53,02  797 6121  ,20171110,,20010425,행운동,,,,룸살롱,1,1,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.53,,,,,3200000-102-2001-07796,,,,,,내국인,대한민국
3200000,102,2001,10844,유흥주점영업,20010319,나사,서울특별시 관악구 남부순환로 1829-5, (봉천동),서울특별시 관악구 봉천동  858번지 6호  ,92.90,  02 8789390  ,20151228,,20010628,행운동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.75,38.36,0.00,0.00,2.00,0.00,0.00,45.79,,,,,3200000-102-2001-10844,,,,,,내국인,대한민국
3200000,102,2001,11187,유흥주점영업,20010915,에스(S)노래천국,서울특별시 관악구 관악로 208-40, (봉천동),서울특별시 관악구 봉천동  62번지 19호  ,,  02 2366826  ,20190228,,20010914,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,3.06,35.60,,28.32,2.52,,,,0.00,0.00,,,3200000-102-2001-11187,,,,,,내국인,대한민국
3200000,102,2001,11187,유흥주점영업,20010915,초콜릿,서울특별시 관악구 관악로 208-40, (봉천동),서울특별시 관악구 봉천동  62번지 19호  ,,  02 2366826  ,20190228,,20010914,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,3.06,35.60,,28.32,2.52,,,,0.00,0.00,,,3200000-102-2001-11187,,,,,,내국인,대한민국
3200000,102,2001,11187,유흥주점영업,20010915,에스(S)노래천국,서울특별시 관악구 관악로 208-40, (봉천동),서울특별시 관악구 봉천동  62번지 19호  ,,  02 2366826  ,20120510,,20010914,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,3.06,35.60,,28.32,2.52,,,,0.00,0.00,,,3200000-102-2001-11187,,,,,,내국인,대한민국
3200000,102,2001,11187,유흥주점영업,20010915,초콜릿,서울특별시 관악구 관악로 208-40, (봉천동),서울특별시 관악구 봉천동  62번지 19호  ,,  02 2366826  ,20120510,,20010914,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,3.06,35.60,,28.32,2.52,,,,0.00,0.00,,,3200000-102-2001-11187,,,,,,내국인,대한민국
3200000,102,2001,11323,유흥주점영업,20010918,리치,서울특별시 관악구 남부순환로 1827, (봉천동),서울특별시 관악구 봉천동  858번지 7호  ,,  02 8772526  ,20160401,,20010921,행운동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.00,58.64,,24.36,,5.00,,,0.00,0.00,,,3200000-102-2001-11323,,,,,,내국인,대한민국
3200000,102,2002,00011,유흥주점영업,20020830,동경,서울특별시 관악구 관악로 204, (봉천동),서울특별시 관악구 봉천동  851번지 3호  ,,016*******,20070227,,20020830,행운동,,,,룸살롱,0,0,1,1,4,20070316,비대상,상수도전용,지하,0,0,,,,,,,5.30,18.74,,19.51,,3.50,,,,,,,3200000-102-2002-00011,,,,,,내국인,
3200000,102,2002,00014,유흥주점영업,20021023,이브룸,서울특별시 관악구 관악로 222, (봉천동,지하1층),서울특별시 관악구 봉천동  33번지 3호  지하1층,121.28,  02 8829771  ,20050105,,20021023,행운동,,,,룸살롱,0,0,1,1,5,20080403,비대상,상수도전용,지하,0,0,,,,,,,5.60,76.98,0.00,36.30,2.40,0.00,0.00,0.00,0.00,0.00,,,3200000-102-2002-00014,,,,,,내국인,
3200000,102,2002,00015,유흥주점영업,20021024,도레미노래뱅크,서울특별시 관악구 관악로 206, (봉천동,지하 1층),서울특별시 관악구 봉천동  62번지 3호  지하 1층,, 02 877 1320  ,20081117,,20021024,행운동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.15,48.38,,27.01,,2.88,,,,,,,3200000-102-2002-00015,,,,,,내국인,대한민국
3200000,102,2002,00016,유흥주점영업,20021112,피플노래빠,서울특별시 관악구 남부순환로 1829-6, (봉천동,지하1층),서울특별시 관악구 봉천동  852번지 6호  지하1층,73.77,  02882 4141  ,20190329,,20021112,행운동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,6.67,40.42,0.00,24.73,1.95,0.00,0.00,0.00,0.00,0.00,,,3200000-102-2002-00016,,,,,,내국인,대한민국
3200000,102,2002,00016,유흥주점영업,20021112,피플노래빠,서울특별시 관악구 남부순환로 1829-6, (봉천동,지하1층),서울특별시 관악구 봉천동  852번지 6호  지하1층,73.77,  02882 4141  ,20170322,,20021112,행운동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,6.67,40.42,0.00,24.73,1.95,0.00,0.00,0.00,0.00,0.00,,,3200000-102-2002-00016,,,,,,내국인,대한민국
3200000,102,2005,00001,유흥주점영업,20050118,유성노래빠주점,서울특별시 관악구 관악로 196, (봉천동),서울특별시 관악구 봉천동  851번지 19호  ,,  02 8777726  ,20171129,,20050118,행운동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.68,44.02,,28.00,2.99,,,,,,,,3200000-102-2005-00001,,,,,,내국인,대한민국
3200000,102,2008,00010,유흥주점영업,20080617,제우스,서울특별시 관악구 관악로 200, (봉천동),서울특별시 관악구 봉천동  851번지 6호  ,83.15,011*******,20080617,,20080617,행운동,20150805,자진폐업,장사가 안？,룸살롱,,,,,,20100128,비대상,,지하,,,,,,,,,2.76,47.00,0.00,0.00,4.00,0.00,0.00,29.39,,,,,3200000-102-2008-00010,,,,,,내국인,
3200000,102,2011,00003,유흥주점영업,20110615,칸,서울특별시 관악구 관악로 186, (봉천동),서울특별시 관악구 봉천동  858번지 12호  ,,  02 8772512  ,20160121,,20110615,행운동,,,,룸살롱,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,1.00,47.54,,,4.14,,,15.11,,,,,3200000-102-2011-00003,,,,,,내국인,대한민국
3200000,102,2011,00004,유흥주점영업,20110615,헤라,서울특별시 관악구 관악로 186, (봉천동),서울특별시 관악구 봉천동  858번지 12호  ,,  02 8851252  ,20160711,,20110615,행운동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,1.80,49.96,,1.20,4.00,,,19.80,,,,,3200000-102-2011-00004,,,,,,내국인,대한민국
3200000,102,2001,07838,유흥주점영업,20010303,딸기 노래룸,서울특별시 관악구 봉천로 239, 지하1층 (봉천동),서울특별시 관악구 봉천동  971번지 14호  ,,  028899913   ,20160111,,20010303,보라매동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.84,39.43,0.00,40.79,3.13,0.00,0.00,,0.00,0.00,,,3200000-102-2001-07838,,,,,,내국인,대한민국
3200000,102,1980,07823,유흥주점영업,19801024,DJ(디제이)노래바,서울특별시 관악구 난곡로 302, 지하1층 (신림동),서울특별시 관악구 신림동  1568번지 1호  ,93.30,010*******,20130802,,19801024,미성동,,,,룸살롱,,,1,1,3,,비대상,상수도전용,지하,,,,,,,,,5.34,35.73,0.00,7.34,4.64,0.00,0.00,40.25,,,,,3200000-102-1980-07823,,,,,,내국인,대한민국
3200000,102,2000,07784,유흥주점영업,20001229,비원,서울특별시 관악구 남부순환로 1482, (신림동),서울특별시 관악구 신림동  1569번지 10호  ,173.68,  02 8554517  ,20060202,,20001229,미성동,20180104,행정처분,행정처분,룸살롱,0,0,1,1,0,20060224,비대상,상수도전용,지하,1,3,,,,,,,8.46,78.79,0.00,71.60,5.92,0.00,8.91,0.00,0.00,0.00,,,3200000-102-2000-07784,,,,,,내국인,
3200000,102,2000,10088,유흥주점영업,20000122,메카노래빠,서울특별시 관악구 남부순환로 1466, (신림동),서울특별시 관악구 신림동  1474번지 15호  ,88.61,  02 8549766  ,20100608,,20000122,미성동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.75,32.03,0.00,0.00,0.00,4.00,0.00,49.83,0.00,0.00,,,3200000-102-2000-10088,,,,,,내국인,대한민국
3200000,102,2000,10093,유흥주점영업,20000126,황제비지니스클럽,서울특별시 관악구 남부순환로 1486, 지하1층 (신림동),서울특별시 관악구 신림동  1569번지 12호  ,124.99,  02 8516608  ,20020821,,20000126,미성동,,,,룸살롱,0,0,1,1,0,20070330,비대상,상수도전용,지하,0,0,,,,,,,3.40,9.12,0.00,14.45,0.00,5.50,0.00,98.02,0.00,0.00,,,3200000-102-2000-10093,,,,,,내국인,
3200000,102,2000,10212,유흥주점영업,20000324,골든벨노래바,서울특별시 관악구 남부순환로 1472, (신림동),서울특별시 관악구 신림동  1474번지 18호  ,105.89,  02 8397474  ,20170811,,20000324,미성동,,,,카바레,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,7.02,49.80,0.00,11.44,10.92,0.00,0.00,26.71,0.00,0.00,,,3200000-102-2000-10212,,,,,,내국인,대한민국
