시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3040000,102,1977,06846,유흥주점영업,19770107,파라곤노래바,서울특별시 광진구 군자로 69, (군자동),서울특별시 광진구 군자동  359번지  ,,  02 4651159  ,20110106,,19951101,군자동,,,,룸살롱,0,0,1,1,0,20110921,비대상,상수도전용,지하,0,0,,,,,,,8.00,,,,,16.00,4.00,88.00,,,,,3040000-102-1977-06846,,,,,,내국인,대한민국
3040000,102,1977,06859,유흥주점영업,19770323,비타민,서울특별시 광진구 광나루로 341, (군자동),서울특별시 광진구 군자동  355번지 10호  ,,  02 4662293  ,20181130,,19770323,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,18.00,,,,,18.00,19.20,143.85,,,,,3040000-102-1977-06859,,,,,,내국인,대한민국
3040000,102,1977,06859,유흥주점영업,19770323,비타민,서울특별시 광진구 광나루로 341, (군자동),서울특별시 광진구 군자동  355번지 10호  ,,  02 4662293  ,20131212,,19770323,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,18.00,,,,,18.00,19.20,143.85,,,,,3040000-102-1977-06859,,,,,,내국인,대한민국
3040000,102,1980,06850,유흥주점영업,19800408,일프로,서울특별시 광진구 광나루로 345, (군자동),서울특별시 광진구 군자동  355번지 12호  ,159.32,  02 4675058  ,20180521,,20010831,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,20.16,129.50,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00,,,3040000-102-1980-06850,,,,,,내국인,대한민국
3040000,102,1980,06850,유흥주점영업,19800408,하트,서울특별시 광진구 광나루로 345, (군자동),서울특별시 광진구 군자동  355번지 12호  ,159.32,  02 4675058  ,20180521,,20010831,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,20.16,129.50,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00,,,3040000-102-1980-06850,,,,,,내국인,대한민국
3040000,102,1980,06850,유흥주점영업,19800408,일프로,서울특별시 광진구 광나루로 345, (군자동),서울특별시 광진구 군자동  355번지 12호  ,159.32,  02 4675058  ,20160115,,20010831,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,20.16,129.50,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00,,,3040000-102-1980-06850,,,,,,내국인,대한민국
3040000,102,1980,06850,유흥주점영업,19800408,하트,서울특별시 광진구 광나루로 345, (군자동),서울특별시 광진구 군자동  355번지 12호  ,159.32,  02 4675058  ,20160115,,20010831,군자동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,20.16,129.50,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00,,,3040000-102-1980-06850,,,,,,내국인,대한민국
3040000,102,1981,08506,유흥주점영업,19811029,굿타임,서울특별시 광진구 광나루로 343, (군자동),서울특별시 광진구 군자동  355번지 11호  ,, 02 499 7406  ,20150527,,20010730,군자동,,,,룸살롱,,,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,,,,146.00,5.00,,,,,,,,3040000-102-1981-08506,,,,,,내국인,대한민국
3040000,102,1974,06848,유흥주점영업,19741105,팔도강산,서울특별시 광진구 천호대로 555, (중곡동),서울특별시 광진구 중곡동  157번지 23호  ,,  02 4473309  ,19850524,,19961118,중곡제2동,,,,스텐드바,0,0,1,1,,,비대상,상수도전용,지하,0,0,,,,,,,11.00,57.10,,,,8.20,,46.00,,,,,3040000-102-1974-06848,,,,,,내국인,대한민국
3040000,102,1980,06836,유흥주점영업,19800917,한강관광호텔나이트클럽,서울특별시 광진구 아차산로78길 147, (광장동),서울특별시 광진구 광장동  188번지 2호  1,2층,,  02 4441178  ,20150708,,19960314,광장동,20190522,자진폐업,,관광호텔나이트(디스코),,,,,,,비대상,,지상,,,,,,,,,30.00,548.31,92.40,1150.29,50.00,0.00,0.00,,,,,,3040000-102-1980-06836,,,,,,내국인,대한민국
3040000,102,1978,06855,유흥주점영업,19780803,유정,서울특별시 광진구 자양로 94, (자양동),서울특별시 광진구 자양동  680번지 0호  ,,  02 4569118  ,20020315,,19980814,자양제2동,,,,룸살롱,0,0,1,1,,,비대상,상수도전용,지하,0,0,,,,,,,7.74,91.65,,,,8.00,4.90,,,,,,3040000-102-1978-06855,,,,,,내국인,대한민국
3040000,102,1991,06838,유흥주점영업,19910429,뜨락토마토,    ,서울특별시 광진구 구의동  595번지 0호  ,1030.31,  02 4550070  ,20091228,주식회사 한국관광호텔유기산업,19970210,구의제3동,20101129,자진폐업,양도,룸살롱,,,,,,,비대상,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1030.31,,,,,3040000-102-1991-06838,,,,,,내국인,대한민국
3040000,102,1978,06837,유흥주점영업,19780718,댄스바제스티,    ,서울특별시 광진구 광장동  21번지 0호  ,379.51,  02 4530121  ,20010508,,20010508,광장동,20010502,자진폐업,,관광호텔나이트(디스코),,,,,,,비대상,상수도전용,,0,,,,,,,,14.30,99.93,16.62,4.18,22.75,0.00,0.00,221.73,0.00,0.00,,,3040000-102-1978-06837,,,,,,내국인,
3040000,102,1978,06839,유흥주점영업,19780712,가야금홀,    ,서울특별시 광진구 광장동  20번지 0호  ,2685.20,  02 4530121  ,19980116,,19980116,광장동,19991201,자진폐업,,극장식당,,,,,,,비대상,상수도전용,,0,,,,,,,,574.80,0.00,900.00,559.40,0.00,33.00,0.00,651.00,0.00,0.00,,,3040000-102-1978-06839,,,,,,내국인,
3040000,102,1975,06854,유흥주점영업,19750115,거북,    ,서울특별시 광진구 능동  91번지 4호  ,96.36,  02 4461726  ,19960604,,19960604,능동,19960530,자진폐업,,룸살롱,,,,,,,비대상,상수도전용,,1,1,,,,,,,16.13,30.35,0.00,0.00,0.00,2.20,16.20,33.68,0.00,0.00,,,3040000-102-1975-06854,,,,,,내국인,
3040000,102,1975,06843,유흥주점영업,19751010,앵콜술마시는노래방,    ,서울특별시 광진구 화양동  132번지 75호  ,,  02 4644399  ,20021106,,20010521,화양동,20100621,자진폐업,철거,스텐드바,,,,,,20030124,비대상,,,,,,,,,,,5.80,42.60,,4.93,,3.30,,59.22,,,,,3040000-102-1975-06843,,,,,,내국인,대한민국
3040000,102,1980,06856,유흥주점영업,19800716,부산항,    ,서울특별시 광진구 화양동  21번지 4호  ,,  02 4970649  ,20020528,,19960813,화양동,20031114,자진폐업,건물철거,룸살롱,0,0,1,1,,20020621,비대상,상수도전용,,0,0,,,,,,,5.60,63.72,,7.22,3.91,,,58.74,,,,,3040000-102-1980-06856,,,,,,내국인,
3040000,102,1981,06853,유흥주점영업,19811006,퓨전,    ,서울특별시 광진구 화양동  116번지 16호  ,162.26,  02 4642423  ,19960322,,19960322,화양동,19961212,행정처분,허가취소,카바레,,,,,,,비대상,상수도전용,,0,,,,,,,,9.56,97.07,0.00,49.03,6.60,0.00,0.00,0.00,0.00,0.00,,,3040000-102-1981-06853,,,,,,내국인,
