시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3240000,102,1999,11046,유흥주점영업,19991106,황제,서울특별시 강동구 천호대로177길 16, (길동),서울특별시 강동구 길동  458번지 2호  ,62.55,  02 4770018  ,20140124,,20020409,길동,,,,룸살롱,0,0,1,1,5,,비대상,상수도전용,지하,0,0,,,,,,,3.15,38.40,0.00,0.00,1.92,0.00,6.24,12.84,0.00,0.00,,,3240000-102-1999-11046,,,,,,내국인,대한민국
3240000,102,1999,11069,유흥주점영업,19991112,황제비지니스,서울특별시 강동구 양재대로 1459, (길동,,16),서울특별시 강동구 길동  412번지 11호  ,16,261.32,  0291147133  ,20070305,,20020321,길동,,,,룸살롱,0,0,1,1,6,,비대상,상수도전용,지하,4,4,,,,,,,20.62,173.56,0.00,59.05,8.09,0.00,0.00,0.00,0.00,0.00,,,3240000-102-1999-11069,,,,,,내국인,
3240000,102,2000,11243,유흥주점영업,20000103,자유인 Free Man,서울특별시 강동구 양재대로 1441, (길동),서울특별시 강동구 길동  459번지 4호  ,85.75,  02 4849990  ,20190129,,20010329,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,0.00,0.00,0.00,85.75,0.00,0.00,0.00,0.00,,,,,3240000-102-2000-11243,,,,,,내국인,대한민국
3240000,102,2000,11243,유흥주점영업,20000103,자유인 Free Man,서울특별시 강동구 양재대로 1441, (길동),서울특별시 강동구 길동  459번지 4호  ,85.75,  02 4849990  ,20150916,,20010329,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,0.00,0.00,0.00,85.75,0.00,0.00,0.00,0.00,,,,,3240000-102-2000-11243,,,,,,내국인,대한민국
3240000,102,2000,11437,유흥주점영업,20000417,태평양,서울특별시 강동구 진황도로 92, (길동),서울특별시 강동구 길동  447번지 1호  ,220.72,  02 4865494  ,20031203,,20020426,길동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,8.00,184.42,0.00,28.30,0.00,0.00,0.00,0.00,,,,,3240000-102-2000-11437,,,,,,내국인,대한민국
3240000,102,2000,11604,유흥주점영업,20000615,어우동,서울특별시 강동구 진황도로43길 9, (길동),서울특별시 강동구 길동  413번지 20호  ,98.00,  02 4735027  ,20121228,,20000615,길동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,7.92,52.30,0.00,33.68,4.10,0.00,0.00,0.00,,,,,3240000-102-2000-11604,,,,,,내국인,대한민국
3240000,102,2000,11622,유흥주점영업,20000623,명월,서울특별시 강동구 진황도로43길 3, (길동),서울특별시 강동구 길동  413번지 14호  ,97.98,  02 4718816  ,20160609,,20011018,길동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,0.00,97.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2000-11622,,,,,,내국인,대한민국
3240000,102,2000,11751,유흥주점영업,20000810,에바,서울특별시 강동구 천호대로173길 41, (길동),서울특별시 강동구 길동  416번지 17호  ,134.18,  02 4872836  ,20100906,,20010901,길동,20150529,자진폐업,건물주와 계약만료,룸살롱,,,,,,,비대상,,지하,,,,,,,,,17.42,46.64,0.00,6.24,6.24,0.00,0.00,57.64,0.00,0.00,,,3240000-102-2000-11751,,,,,,내국인,대한민국
3240000,102,2000,11762,유흥주점영업,20000821,명동노래주점,서울특별시 강동구 진황도로 94, (길동),서울특별시 강동구 길동  448번지 1호  ,73.09,02  487 9510  ,20130730,,20011209,길동,,,,룸살롱,0,0,1,1,3,,비대상,상수도전용,지하,0,0,,,,,,,2.38,31.00,0.00,0.00,0.00,0.00,0.00,39.71,0.00,0.00,,,3240000-102-2000-11762,,,,,,내국인,대한민국
3240000,102,2000,11976,유흥주점영업,20001110,엠비씨노래주점,서울특별시 강동구 천호대로 1121, (길동,일성오피스텔 지하 109호),서울특별시 강동구 길동  454번지 1호  일성오피스텔 지하 109호,91.80,  02 4779339  ,20140728,,20020423,길동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,10.25,27.80,0.00,0.00,0.00,8.80,0.00,53.75,,,,,3240000-102-2000-11976,,,,,,내국인,대한민국
3240000,102,2000,11999,유흥주점영업,20001118,리꼴라노래광장주점,서울특별시 강동구 천호대로177길 34, (길동),서울특별시 강동구 길동  413번지 50호  ,147.80,  02 4867741  ,20120611,,20001118,길동,,,,룸살롱,2,0,0,0,4,,비대상,상수도전용,지상,0,0,,,,,,,10.50,45.64,0.00,30.96,6.30,0.00,0.00,54.40,0.00,0.00,,,3240000-102-2000-11999,,,,,,내국인,대한민국
3240000,102,2000,12014,유흥주점영업,20001127,신부마을,서울특별시 강동구 천호대로177길 16, (길동),서울특별시 강동구 길동  458번지 6호  ,76.10,  02 4848723  ,20090519,,20020420,길동,,,,룸살롱,,,,,,,비대상,,지상,,,,,,,,,2.10,56.70,0.00,17.30,0.00,0.00,0.00,0.00,,,,,3240000-102-2000-12014,,,,,,내국인,대한민국
3240000,102,2000,12095,유흥주점영업,20001228,아방궁,서울특별시 강동구 양재대로111길 10, (길동),서울특별시 강동구 길동  389번지 3호  ,,  02 4710666  ,20070223,,20001228,길동,,,,카바레,1,1,0,0,0,,비대상,상수도전용,지상,0,0,,,,,,,5.00,54.40,,,1.10,,,35.40,,,,,3240000-102-2000-12095,,,,,,내국인,대한민국
3240000,102,2001,12105,유흥주점영업,20010102,퍼즐,서울특별시 강동구 진황도로 105, (길동),서울특별시 강동구 길동  413번지 51호  ,,  02 4850770  ,20080109,,20010102,길동,,,,카바레,0,0,1,1,5,,비대상,상수도전용,지하,0,0,,,,,,,12.05,159.78,,120.52,,,,,,,,,3240000-102-2001-12105,,,,,,내국인,대한민국
3240000,102,2001,12321,유흥주점영업,20010409,대호노래주점,서울특별시 강동구 천호대로177길 41, (길동),서울특별시 강동구 길동  414번지 9호  ,80.29,  02 4787733  ,20151026,,20010409,길동,20181030,자진폐업,개인사정(건물계약완료),룸살롱,,,,,,,비대상,,,,,,,,,,,0.00,80.29,0.00,0.00,0.00,0.00,0.00,0.00,,,,,3240000-102-2001-12321,,,,,,내국인,대한민국
3240000,102,2001,12376,유흥주점영업,20010425,뉴첼로,서울특별시 강동구 천호대로175길 21, (길동,2층),서울특별시 강동구 길동  450번지 0호  2층,,  02 4744908  ,20130806,,20020111,길동,,,,룸살롱,2,2,0,0,4,,비대상,상수도전용,지상,0,0,,,,,,,1.80,66.45,,27.92,,5.40,,,0.00,0.00,,,3240000-102-2001-12376,,,,,,내국인,대한민국
3240000,102,2001,12448,유흥주점영업,20010514,나사,서울특별시 강동구 진황도로 103, (길동),서울특별시 강동구 길동  413번지 13호  ,,  02 4835993  ,20161117,,20010514,길동,,,,룸살롱,0,0,1,1,3,,비대상,,지하,0,0,,,,,,,18.38,71.61,,65.85,2.16,,,,0.00,0.00,,,3240000-102-2001-12448,,,,,,내국인,대한민국
3240000,102,2001,12761,유흥주점영업,20010818,팔팔칠팔(8878),서울특별시 강동구 진황도로 92, (길동,2층),서울특별시 강동구 길동  447번지 1호  2층,,  02 4744447  ,20171215,,20010818,길동,,,,룸살롱,2,2,0,0,7,,비대상,상수도전용,지상,0,0,,,,,,,5.00,70.00,,24.68,8.90,,,49.00,0.00,0.00,,,3240000-102-2001-12761,,,,,,내국인,대한민국
3240000,102,2001,12761,유흥주점영업,20010818,이미지,서울특별시 강동구 진황도로 92, (길동,2층),서울특별시 강동구 길동  447번지 1호  2층,,  02 4744447  ,20171215,,20010818,길동,,,,룸살롱,2,2,0,0,7,,비대상,상수도전용,지상,0,0,,,,,,,5.00,70.00,,24.68,8.90,,,49.00,0.00,0.00,,,3240000-102-2001-12761,,,,,,내국인,대한민국
3240000,102,2001,12890,유흥주점영업,20011013,퀸7080라이브,서울특별시 강동구 천호대로 1131, (길동),서울특별시 강동구 길동  457번지 4호  ,147.50,  02 4705754  ,20160516,,20011013,길동,20181219,자진폐업,재건축,룸살롱,,,,,,,비대상,,,,,,,,,,,0.00,0.00,0.00,147.50,0.00,0.00,0.00,0.00,,,,,3240000-102-2001-12890,,,,,,내국인,대한민국
3240000,102,2001,12968,유흥주점영업,20011107,도우미노래마당주점,서울특별시 강동구 양재대로111길 27, (길동,2층),서울특별시 강동구 길동  414번지 18호  2층,,  02 4730134  ,20100209,,20011107,길동,20140707,자진폐업,임대차계약만기,룸살롱,2,2,0,0,2,,비대상,상수도전용,지상,0,0,,,,,,,9.06,45.08,,,5.50,,,31.46,0.00,0.00,,,3240000-102-2001-12968,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,커플노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20181101,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,에스(S)노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20181101,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,커플노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20180717,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,에스(S)노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20180717,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,커플노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20131108,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,12988,유흥주점영업,20011115,에스(S)노래주점,서울특별시 강동구 양재대로111길 32, (길동),서울특별시 강동구 길동  387번지 15호  ,,  02 4749781  ,20131108,,20020102,길동,,,,룸살롱,3,3,0,0,5,,비대상,상수도전용,지상,0,0,,,,,,,4.41,28.52,,4.95,,5.50,,10.85,0.00,0.00,,,3240000-102-2001-12988,,,,,,내국인,대한민국
3240000,102,2001,13002,유흥주점영업,20011120,룰루랄라,서울특별시 강동구 천호대로 1131, (길동),서울특별시 강동구 길동  457번지 4호  ,,  02 4232533  ,20170517,,20011120,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,5.80,63.00,,11.00,8.91,,,45.00,0.00,0.00,,,3240000-102-2001-13002,,,,,,내국인,대한민국
3240000,102,2001,13041,유흥주점영업,20011130,파티,서울특별시 강동구 진황도로 90, (길동),서울특별시 강동구 길동  446번지 2호  ,,  02 4728782  ,20190528,,20011130,길동,,,,룸살롱,,,,,,,비대상,,,,,,,,,,,6.60,82.20,,17.87,1.80,,5.90,,0.00,0.00,,,3240000-102-2001-13041,,,,,,내국인,대한민국
3240000,102,2001,13041,유흥주점영업,20011130,파티,서울특별시 강동구 진황도로 90, (길동),서울특별시 강동구 길동  446번지 2호  ,,  02 4728782  ,20071211,,20011130,길동,,,,룸살롱,,,,,,,비대상,,,,,,,,,,,6.60,82.20,,17.87,1.80,,5.90,,0.00,0.00,,,3240000-102-2001-13041,,,,,,내국인,대한민국
3240000,102,2001,13042,유흥주점영업,20011130,사랑노래주점2,서울특별시 강동구 천호대로 1131, (길동),서울특별시 강동구 길동  457번지 4호  ,,  02 4737697  ,20161202,,20020501,길동,20181226,자진폐업,재건축,룸살롱,,,1,1,,,비대상,,,,,,,,,,,13.38,86.72,,70.75,,,,,0.00,0.00,,,3240000-102-2001-13042,,,,,,내국인,대한민국
3240000,102,2001,13064,유흥주점영업,20011207,돌체노래주점,서울특별시 강동구 천호대로177길 10, (길동),서울특별시 강동구 길동  459번지 0호  ,187.97,  02 4890856  ,20170523,,20011207,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,1.95,146.57,0.00,36.00,0.00,0.00,3.45,0.00,,,,,3240000-102-2001-13064,,,,,,내국인,대한민국
3240000,102,2001,13093,유흥주점영업,20011214,카카오톡,서울특별시 강동구 천호대로175길 55, (길동,지층),서울특별시 강동구 길동  415번지 7호  지층,98.17,  02 4295336  ,20160513,,20011214,길동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,98.17,0.00,0.00,0.00,0.00,,,,,3240000-102-2001-13093,,,,,,내국인,대한민국
