3150000,102,2000,08678,유흥주점영업,20000712,타임노래바,서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동),서울특별시 강서구 화곡동  1063번지 13호  (지하 1층),,  0226086809  ,20180307,,20000712,우장산동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,7.91,35.70,,,0.90,,,27.78,0.00,0.00,,,3150000-102-2000-08678,,,,,010-7511-2828 김세훈실장,내국인,대한민국
3150000,102,2000,08678,유흥주점영업,20000712,타임,서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동),서울특별시 강서구 화곡동  1063번지 13호  (지하 1층),,  0226086809  ,20180307,,20000712,우장산동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,7.91,35.70,,,0.90,,,27.78,0.00,0.00,,,3150000-102-2000-08678,,,,,010-7511-2828 김세훈실장,내국인,대한민국
3150000,102,2000,08678,유흥주점영업,20000712,타임노래바,서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동),서울특별시 강서구 화곡동  1063번지 13호  (지하 1층),,  0226086809  ,20140228,,20000712,우장산동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,7.91,35.70,,,0.90,,,27.78,0.00,0.00,,,3150000-102-2000-08678,,,,,010-7511-2828 김세훈실장,내국인,대한민국
3150000,102,2000,08678,유흥주점영업,20000712,타임,서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동),서울특별시 강서구 화곡동  1063번지 13호  (지하 1층),,  0226086809  ,20140228,,20000712,우장산동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,7.91,35.70,,,0.90,,,27.78,0.00,0.00,,,3150000-102-2000-08678,,,,,010-7511-2828 김세훈실장,내국인,대한민국
3150000,102,2000,08700,유흥주점영업,20000805,잘난남자노래바,서울특별시 강서구 화곡로 181, 지하 1층 (화곡동, 우장산동),서울특별시 강서구 화곡동  1063번지 11호  (지하 1층),,  0220610221  ,20160610,,20000805,우장산동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,6.05,28.20,,3.08,,,,37.64,0.00,0.00,,,3150000-102-2000-08700,,,,,,내국인,대한민국
3150000,102,1979,08161,유흥주점영업,19790423,비서실,서울특별시 강서구 강서로 34, 지하 1층 (화곡동, 8동),서울특별시 강서구 화곡동  342번지 55호  (지하 1층),96.42,  0226062751  ,20120321,,19961226,화곡제8동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,1,1,,,,,,,3.55,15.02,0.00,0.00,0.00,4.50,10.35,67.50,0.00,0.00,,,3150000-102-1979-08161,,,,,,내국인,대한민국
3150000,102,1979,08161,유흥주점영업,19790423,팡팡노래바,서울특별시 강서구 강서로 34, 지하 1층 (화곡동, 8동),서울특별시 강서구 화곡동  342번지 55호  (지하 1층),96.42,  0226062751  ,20120321,,19961226,화곡제8동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,1,1,,,,,,,3.55,15.02,0.00,0.00,0.00,4.50,10.35,67.50,0.00,0.00,,,3150000-102-1979-08161,,,,,,내국인,대한민국
3150000,102,1990,00745,유흥주점영업,19901210,황금,서울특별시 강서구 강서로20길 4, 지하 1층 (화곡동, 8동),서울특별시 강서구 화곡동  338번지 32호  (지하 1층),116.60,  0226030748  ,20160616,,19980326,화곡제8동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,23.20,0.00,0.00,0.00,8.00,0.00,0.00,85.40,0.00,0.00,,,3150000-102-1990-00745,,,,,,내국인,대한민국
3150000,102,1977,00777,유흥주점영업,19770917,아리아리,서울특별시 강서구 화곡로 320, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 15호  (지하 1층),209.78,  0226939000  ,20190313,,19990106,화곡제6동,,,,카바레,,,1,1,0,,비대상,상수도전용,지하,1,2,,,,,,,9.72,106.71,0.00,6.76,8.32,0.00,11.25,67.02,0.00,0.00,,,3150000-102-1977-00777,,,,,,내국인,대한민국
3150000,102,1977,00777,유흥주점영업,19770917,애플,서울특별시 강서구 화곡로 320, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 15호  (지하 1층),209.78,  0226939000  ,20190313,,19990106,화곡제6동,,,,카바레,,,1,1,0,,비대상,상수도전용,지하,1,2,,,,,,,9.72,106.71,0.00,6.76,8.32,0.00,11.25,67.02,0.00,0.00,,,3150000-102-1977-00777,,,,,,내국인,대한민국
3150000,102,1977,00777,유흥주점영업,19770917,아리아리,서울특별시 강서구 화곡로 320, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 15호  (지하 1층),209.78,  0226939000  ,20150907,,19990106,화곡제6동,,,,카바레,,,1,1,0,,비대상,상수도전용,지하,1,2,,,,,,,9.72,106.71,0.00,6.76,8.32,0.00,11.25,67.02,0.00,0.00,,,3150000-102-1977-00777,,,,,,내국인,대한민국
3150000,102,1977,00777,유흥주점영업,19770917,애플,서울특별시 강서구 화곡로 320, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 15호  (지하 1층),209.78,  0226939000  ,20150907,,19990106,화곡제6동,,,,카바레,,,1,1,0,,비대상,상수도전용,지하,1,2,,,,,,,9.72,106.71,0.00,6.76,8.32,0.00,11.25,67.02,0.00,0.00,,,3150000-102-1977-00777,,,,,,내국인,대한민국
3150000,102,1980,00763,유흥주점영업,19801016,리젠시,서울특별시 강서구 공항대로46길 64, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1116번지 2호  (지하 1층),,  0226977771  ,20150303,,19990309,화곡제6동,,,,카바레,,,1,1,8,,비대상,상수도전용,지하,2,3,,,,,,,3.38,48.33,,7.16,2.34,,4.68,,,,,,3150000-102-1980-00763,,,,,,내국인,대한민국
3150000,102,1984,00779,유흥주점영업,19840314,캔디,서울특별시 강서구 화곡로 322, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 16호  외 2필지 (지하 1층),187.03,  0226962223  ,20181106,,20010220,화곡제6동,,,,카바레,,,1,1,6,,비대상,상수도전용,지하,,,,,,,,,10.50,114.90,0.00,54.19,0.00,0.00,7.44,0.00,0.00,0.00,,,3150000-102-1984-00779,,,,,,내국인,대한민국
3150000,102,1984,00779,유흥주점영업,19840314,타임,서울특별시 강서구 화곡로 322, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 16호  외 2필지 (지하 1층),187.03,  0226962223  ,20181106,,20010220,화곡제6동,,,,카바레,,,1,1,6,,비대상,상수도전용,지하,,,,,,,,,10.50,114.90,0.00,54.19,0.00,0.00,7.44,0.00,0.00,0.00,,,3150000-102-1984-00779,,,,,,내국인,대한민국
3150000,102,1984,00779,유흥주점영업,19840314,캔디,서울특별시 강서구 화곡로 322, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 16호  외 2필지 (지하 1층),187.03,  0226962223  ,20170424,,20010220,화곡제6동,,,,카바레,,,1,1,6,,비대상,상수도전용,지하,,,,,,,,,10.50,114.90,0.00,54.19,0.00,0.00,7.44,0.00,0.00,0.00,,,3150000-102-1984-00779,,,,,,내국인,대한민국
3150000,102,1984,00779,유흥주점영업,19840314,타임,서울특별시 강서구 화곡로 322, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 16호  외 2필지 (지하 1층),187.03,  0226962223  ,20170424,,20010220,화곡제6동,,,,카바레,,,1,1,6,,비대상,상수도전용,지하,,,,,,,,,10.50,114.90,0.00,54.19,0.00,0.00,7.44,0.00,0.00,0.00,,,3150000-102-1984-00779,,,,,,내국인,대한민국
3150000,102,1985,00731,유흥주점영업,19851212,폭스,서울특별시 강서구 화곡로 289, 지하 1층 (화곡동),서울특별시 강서구 화곡동  987번지 7호  (지하 1층),71.74,  0226952580  ,20060131,,19990106,화곡제6동,20190212,자진폐업,,룸살롱,,,,,,,비대상,상수도전용,,1,1,,,,,,,6.58,54.43,0.00,7.54,0.00,0.00,0.00,3.19,0.00,0.00,,,3150000-102-1985-00731,,,,,,내국인,대한민국
3150000,102,1985,00758,유흥주점영업,19850829,신세계,서울특별시 강서구 공항대로46길 84, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 3호  (지하 1층),54.11,  0226064468  ,20161026,,20010813,화곡제6동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,3.30,32.63,0.00,17.18,0.00,8.00,1.00,0.00,0.00,0.00,,,3150000-102-1985-00758,,,,,,내국인,대한민국
3150000,102,1985,00769,유흥주점영업,19850813,지중해노래바,서울특별시 강서구 화곡로 297, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  987번지 1호  (지하 1층),359.48,  0226087003  ,20131210,,19990212,화곡제6동,20180207,자진폐업,건물철거,룸살롱,,,1,1,4,,비대상,상수도전용,지하,2,5,,,,,,,7.74,196.44,0.00,125.30,16.00,10.00,14.00,0.00,0.00,0.00,,,3150000-102-1985-00769,,,,,,내국인,대한민국
3150000,102,1985,00773,유흥주점영업,19850828,라인,서울특별시 강서구 화곡로 280, 지하 1층 (화곡동, 6동 삼호빌딩),서울특별시 강서구 화곡동  982번지 9호  외 1필지 삼호빌딩 (지하 1층),141.17,  0226039207  ,20161216,,19980126,화곡제6동,,,,룸살롱,1,1,,,5,,비대상,상수도전용,지하,1,3,,,,,,,7.44,84.52,0.00,33.49,9.00,0.00,6.72,0.00,0.00,0.00,,,3150000-102-1985-00773,,,,,,내국인,대한민국
3150000,102,1986,00734,유흥주점영업,19860605,스토리노래바,서울특별시 강서구 화곡로58길 8, 지하1층 (화곡동, 6동, 우측),서울특별시 강서구 화곡동  1117번지 0호  지하1층 우측,,,20150407,,19980310,화곡제6동,,,,카바레,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,9.46,74.39,,25.35,,,9.89,,,,,,3150000-102-1986-00734,,,,,,내국인,대한민국
3150000,102,1986,00735,유흥주점영업,19860708,퓨전노래바,서울특별시 강서구 화곡로 318, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 14호  (지하 1층),88.52,  0226941008  ,20180611,,20010802,화곡제6동,,,,카바레,,,1,1,,,비대상,,지하,,,,,,,,,4.10,32.88,0.00,4.38,0.00,0.00,9.28,37.88,0.00,0.00,,,3150000-102-1986-00735,,,,,,내국인,대한민국
3150000,102,1986,00735,유흥주점영업,19860708,로그인노래바,서울특별시 강서구 화곡로 318, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 14호  (지하 1층),88.52,  0226941008  ,20180611,,20010802,화곡제6동,,,,카바레,,,1,1,,,비대상,,지하,,,,,,,,,4.10,32.88,0.00,4.38,0.00,0.00,9.28,37.88,0.00,0.00,,,3150000-102-1986-00735,,,,,,내국인,대한민국
3150000,102,1986,00735,유흥주점영업,19860708,퓨전노래바,서울특별시 강서구 화곡로 318, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 14호  (지하 1층),88.52,  0226941008  ,20150330,,20010802,화곡제6동,,,,카바레,,,1,1,,,비대상,,지하,,,,,,,,,4.10,32.88,0.00,4.38,0.00,0.00,9.28,37.88,0.00,0.00,,,3150000-102-1986-00735,,,,,,내국인,대한민국
3150000,102,1986,00735,유흥주점영업,19860708,로그인노래바,서울특별시 강서구 화곡로 318, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 14호  (지하 1층),88.52,  0226941008  ,20150330,,20010802,화곡제6동,,,,카바레,,,1,1,,,비대상,,지하,,,,,,,,,4.10,32.88,0.00,4.38,0.00,0.00,9.28,37.88,0.00,0.00,,,3150000-102-1986-00735,,,,,,내국인,대한민국
3150000,102,1987,00725,유흥주점영업,19870825,놀이터,서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 18호  (지하 1층),143.18,  0226951998  ,20161122,,20010403,화곡제6동,,,,룸살롱,,,1,1,4,,비대상,상수도전용,지하,,,,,,,,,5.25,92.45,0.00,31.29,5.20,0.00,8.99,0.00,0.00,0.00,,,3150000-102-1987-00725,,,,,,내국인,대한민국
3150000,102,1987,00737,유흥주점영업,19871210,째즈,서울특별시 강서구 화곡로 295, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  987번지 3호  (지하 1층),172.15,  0226665330  ,20130731,,20010321,화곡제6동,20180131,자진폐업,영업부진,룸살롱,,,1,1,5,,비대상,상수도전용,지하,0,0,,,,,,,8.28,105.85,0.00,34.52,12.00,0.00,11.50,0.00,0.00,0.00,,,3150000-102-1987-00737,,,,,,내국인,대한민국
3150000,102,1987,00760,유흥주점영업,19870821,팡팡노래바,서울특별시 강서구 화곡로 293, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  987번지 5호  (지하 1층),190.71,  0226987599  ,20181016,,20010820,화곡제6동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,9.88,140.36,0.00,30.75,0.00,0.00,9.72,0.00,0.00,0.00,,,3150000-102-1987-00760,,,,,,내국인,대한민국
3150000,102,1987,00760,유흥주점영업,19870821,팡팡노래바,서울특별시 강서구 화곡로 293, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  987번지 5호  (지하 1층),190.71,  0226987599  ,20130710,,20010820,화곡제6동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,9.88,140.36,0.00,30.75,0.00,0.00,9.72,0.00,0.00,0.00,,,3150000-102-1987-00760,,,,,,내국인,대한민국
3150000,102,1988,00736,유흥주점영업,19880623,아테네,서울특별시 강서구 화곡로 324, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 17호  외 1필지 (지하 1층),231.59,  0226019997  ,20140307,,19980612,화곡제6동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,15.57,146.88,0.00,0.00,1.60,0.00,62.26,5.28,0.00,0.00,,,3150000-102-1988-00736,,,,,,내국인,대한민국
3150000,102,1988,00788,유흥주점영업,19880203,대박,서울특별시 강서구 화곡로 291, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  987번지 6호  (지하 1층),133.60,  0226025551  ,20160114,,20010221,화곡제6동,,,,룸살롱,,,,,,,비대상,,지상,,,,,,,,,8.28,53.27,0.00,36.79,16.00,0.00,19.26,0.00,0.00,0.00,,,3150000-102-1988-00788,,,,,,내국인,대한민국
3150000,102,1988,00792,유흥주점영업,19880416,팔레스 노래바,서울특별시 강서구 화곡로 318-1, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 10호  외 1필지 (지하 1층),421.49,  0206985210  ,20190425,,20010907,화곡제6동,,,,고고(디스코)클럽,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,23.37,0.00,113.17,47.31,0.00,0.00,6.15,231.49,0.00,0.00,,,3150000-102-1988-00792,,,,,,내국인,대한민국
3150000,102,1988,00792,유흥주점영업,19880416,별이빛나는밤에,서울특별시 강서구 화곡로 318-1, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 10호  외 1필지 (지하 1층),421.49,  0206985210  ,20190425,,20010907,화곡제6동,,,,고고(디스코)클럽,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,23.37,0.00,113.17,47.31,0.00,0.00,6.15,231.49,0.00,0.00,,,3150000-102-1988-00792,,,,,,내국인,대한민국
3150000,102,1988,00792,유흥주점영업,19880416,팔레스 노래바,서울특별시 강서구 화곡로 318-1, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 10호  외 1필지 (지하 1층),421.49,  0206985210  ,20170113,,20010907,화곡제6동,,,,고고(디스코)클럽,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,23.37,0.00,113.17,47.31,0.00,0.00,6.15,231.49,0.00,0.00,,,3150000-102-1988-00792,,,,,,내국인,대한민국
3150000,102,1988,00792,유흥주점영업,19880416,별이빛나는밤에,서울특별시 강서구 화곡로 318-1, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 10호  외 1필지 (지하 1층),421.49,  0206985210  ,20170113,,20010907,화곡제6동,,,,고고(디스코)클럽,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,23.37,0.00,113.17,47.31,0.00,0.00,6.15,231.49,0.00,0.00,,,3150000-102-1988-00792,,,,,,내국인,대한민국
3150000,102,1988,00798,유흥주점영업,19880101,별이 빛나는 밤에,서울특별시 강서구 화곡로 323, 지하 1~2층 (화곡동, 6동),서울특별시 강서구 화곡동  1105번지 0호  외 1필지 (지하 1~2층),484.91,  0226043124  ,20170704,,19991021,화곡제6동,20190402,자진폐업,,노래클럽,,,1,2,,,비대상,,지하,,,,,,,,,13.23,0.00,45.65,65.07,19.44,0.00,0.00,341.52,0.00,0.00,,,3150000-102-1988-00798,,,,,,내국인,대한민국
3150000,102,1988,00806,유흥주점영업,19880217,밀크노래타운,서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 7호  (지하 1층),523.07,  0226015852  ,20180111,,19981218,화곡제6동,,,,룸살롱,,,1,1,9,,비대상,상수도전용,지하,7,3,,,,,,,9.04,301.90,15.32,49.45,9.04,0.00,19.50,118.82,0.00,0.00,,,3150000-102-1988-00806,,,,,,내국인,대한민국
3150000,102,1988,00806,유흥주점영업,19880217,밀크노래타운,서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 7호  (지하 1층),523.07,  0226015852  ,20180111,,19981218,화곡제6동,,,,룸살롱,,,1,1,9,,비대상,상수도전용,지하,7,3,,,,,,,9.04,301.90,15.32,49.45,9.04,0.00,19.50,118.82,0.00,0.00,,,3150000-102-1988-00806,,,,,,내국인,대한민국
3150000,102,1988,00806,유흥주점영업,19880217,밀크노래타운,서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동),서울특별시 강서구 화곡동  1117번지 7호  (지하 1층),523.07,  0226015852  ,20171215,,19981218,화곡제6동,,,,룸살롱,,,1,1,9,,비대상,상수도전용,지하,7,3,,,,,,,9.04,301.90,15.32,49.45,9.04,0.00,19.50,118.82,0.00,0.00,,,3150000-102-1988-00806,,,,,,내국인,대한민국
